sample_id,s2_lp1,s2_lp2,s2_lp3,s2_lp4,s2_lp5,gt_score,parsed_score
84,-10.496538162231445,-0.012163040228188038,-4.418413162231445,-11.941850662231445,-15.840288162231445,4.0,2
85,-14.237773895263672,-15.292461395263672,-11.854961395263672,-3.9721486568450928,-0.019023705273866653,5.0,5
86,-17.916406631469727,-15.705469131469727,-6.064843654632568,-0.0023438858333975077,-11.119531631469727,4.0,4
87,-15.036467552185059,-5.270843029022217,-0.0052179815247654915,-9.661467552185059,-15.473967552185059,3.0,3
88,-17.368297576904297,-15.672985076904297,-6.891735076904297,-0.0011102947173640132,-9.313610076904297,3.0,4
89,-15.579251289367676,-16.001127243041992,-10.844876289367676,-0.40737634897232056,-1.0948762893676758,4.0,4
90,-17.4095401763916,-9.534540176391602,-0.05016530305147171,-3.0189154148101807,-15.042352676391602,3.0,3
91,-9.805061340332031,-0.05506103113293648,-2.930061101913452,-9.023811340332031,-14.101936340332031,1.0,2
92,-12.043771743774414,-11.410959243774414,-6.692208766937256,-2.239084005355835,-0.11408389359712601,1.0,5
93,-16.68762969970703,-16.07825469970703,-9.156380653381348,-0.00013028726971242577,-10.703255653381348,4.0,4
94,-17.195751190185547,-17.141063690185547,-11.36762523651123,-0.0004379982128739357,-7.766063213348389,4.0,4
95,-17.242427825927734,-16.539302825927734,-9.87524127960205,-0.00024125049822032452,-8.57836627960205,4.0,4
96,-15.583165168762207,-10.106602668762207,-1.301915168762207,-0.31754010915756226,-11.762852668762207,4.0,4
97,-14.39883041381836,-15.47695541381836,-11.74258041381836,-2.4925806522369385,-0.08633071929216385,5.0,5
98,-16.80374526977539,-14.764683723449707,-4.991246223449707,-0.006871166173368692,-9.975621223449707,4.0,4
99,-16.14457130432129,-12.519572257995605,-3.1680092811584473,-0.04300938919186592,-12.519572257995605,4.0,4
100,-16.867963790893555,-16.328901290893555,-9.485152244567871,-0.0007770617958158255,-7.266402244567871,4.0,4
101,-15.459912300109863,-15.608349800109863,-10.545849800109863,-0.33491209149360657,-1.2567870616912842,5.0,4
102,-15.852375984191895,-15.164875984191895,-8.828938484191895,-0.09456388652324677,-2.4070639610290527,4.0,4
103,-17.875932693481445,-16.227495193481445,-6.9853081703186035,-0.0009332115878351033,-12.282183647155762,3.0,4
104,-15.555477142333984,-7.344540119171143,-0.0007899263291619718,-8.860164642333984,-15.242977142333984,3.0,3
105,-16.613040924072266,-17.269290924072266,-12.25366497039795,-0.0036653971765190363,-5.613040447235107,5.0,4
106,-18.094711303710938,-16.180648803710938,-6.954085826873779,-0.0009608419495634735,-12.625961303710938,4.0,4
107,-15.31708812713623,-15.13740062713623,-9.43427562713623,-0.012400549836456776,-4.4030256271362305,3.0,4
108,-17.945402145385742,-17.882902145385742,-10.687589645385742,-8.987976616481319e-05,-9.640714645385742,4.0,4
109,-16.112924575805664,-16.495737075805664,-10.737924575805664,-0.09729966521263123,-2.378549575805664,5.0,4
110,-16.430885314941406,-15.751198768615723,-8.259011268615723,-0.009010841138660908,-4.7433857917785645,4.0,4
111,-15.867172241210938,-6.335922718048096,-0.00779763562604785,-5.117172718048096,-14.570297241210938,2.0,3
112,-16.229398727416992,-13.416897773742676,-4.557523250579834,-0.010648101568222046,-9.229397773742676,4.0,4
113,-16.650190353393555,-13.611127853393555,-4.064252853393555,-0.017377736046910286,-10.033002853393555,4.0,4
114,-6.424558639526367,-0.0026838495396077633,-6.862058639526367,-11.666746139526367,-14.877683639526367,3.0,2
115,-18.610212326049805,-16.821149826049805,-7.094587802886963,-0.0008378094644285738,-12.000838279724121,4.0,4
116,-3.0343399047851562,-0.04996494576334953,-7.378089904785156,-12.596839904785156,-15.229652404785156,3.0,2
117,-17.609575271606445,-16.617387771606445,-8.875200271606445,-0.0002004899288294837,-9.734575271606445,5.0,4
118,-9.964751243591309,-0.13662615418434143,-2.0585012435913086,-11.511626243591309,-16.511625289916992,4.0,2
119,-15.70374870300293,-13.13343620300293,-4.789686679840088,-0.008436516858637333,-9.41468620300293,3.0,4
120,-10.532928466796875,-1.4548033475875854,-0.26730331778526306,-6.829803466796875,-13.884490966796875,2.0,3
121,-13.180685043334961,-1.977560043334961,-0.14943499863147736,-7.836935043334961,-15.375997543334961,2.0,3
122,-17.797075271606445,-15.500201225280762,-2.9298884868621826,-0.054888397455215454,-13.156451225280762,3.0,4
123,-15.370027542114258,-14.276277542114258,-6.9559645652771,-0.034089673310518265,-3.4247145652770996,2.0,4
124,-16.711978912353516,-16.938541412353516,-10.735417366027832,-0.0010419422760605812,-6.891666889190674,4.0,4
125,-15.916433334350586,-16.619558334350586,-11.033620834350586,-0.06487122178077698,-2.767996311187744,4.0,4
126,-14.712496757507324,-15.009371757507324,-9.931246757507324,-1.2124969959259033,-0.3531220257282257,5.0,5
127,-14.812657356262207,-15.211094856262207,-10.453282356262207,-1.2345327138900757,-0.3439076840877533,3.0,5
128,-17.13323974609375,-17.00042724609375,-10.312928199768066,-0.00042775063775479794,-7.844177722930908,5.0,4
129,-10.650655746459961,-11.080343246459961,-8.713155746459961,-3.21315598487854,-0.04128098860383034,5.0,5
130,-15.324054718017578,-16.011554718017578,-10.597492218017578,-0.40218010544776917,-1.1053050756454468,5.0,4
131,-14.999849319458008,-6.726411819458008,-0.1014118641614914,-2.351411819458008,-13.952974319458008,4.0,3
132,-6.467963695526123,-0.06171368435025215,-2.842963695526123,-10.139838218688965,-15.124213218688965,4.0,2
133,-17.30474090576172,-16.53130340576172,-10.093803405761719,-5.364274329622276e-05,-11.570365905761719,4.0,4
134,-18.453224182128906,-17.562599182128906,-9.76572322845459,-9.83428253675811e-05,-10.15634822845459,4.0,4
135,-13.804871559143066,-3.2579965591430664,-0.0392465814948082,-10.976746559143066,-15.250184059143066,3.0,3
136,-17.148616790771484,-10.2658052444458,-0.0001802282058633864,-8.8439302444458,-15.7892427444458,4.0,3
137,-17.109607696533203,-16.133045196533203,-8.968982696533203,-0.0002324311062693596,-9.187732696533203,5.0,4
138,-17.295639038085938,-14.967514991760254,-4.248764991760254,-0.014389908872544765,-13.162827491760254,3.0,4
139,-16.939531326293945,-17.455156326293945,-11.962967872619629,-0.002030455507338047,-6.205155372619629,5.0,4
140,-15.306966781616211,-14.635091781616211,-7.564778804779053,-0.0022788289934396744,-6.346028804779053,4.0,4
141,-16.447717666625977,-17.385217666625977,-12.19771671295166,-0.033654529601335526,-3.4086544513702393,4.0,4
142,-16.8970890045166,-13.311151504516602,-2.3502142429351807,-0.10021434724330902,-13.068964004516602,4.0,4
143,-16.814443588256836,-9.53319263458252,-0.0019427727675065398,-6.2831926345825195,-16.126943588256836,5.0,3
144,-12.176041603088379,-1.136979579925537,-0.38697952032089233,-9.199479103088379,-15.668229103088379,3.0,3
145,-17.52379035949707,-17.41441535949707,-11.45347785949707,-0.00035315475543029606,-7.9847283363342285,4.0,4
146,-13.234981536865234,-11.820919036865234,-5.938106536865234,-0.14123177528381348,-2.0474817752838135,4.0,4
147,-11.512925464970229,-11.512925464970229,-11.512925464970229,-11.512925464970229,-11.512925464970229,3.0,-1
148,-11.779301643371582,-3.865239143371582,-0.021489165723323822,-8.146489143371582,-13.958989143371582,3.0,3
149,-14.706587791442871,-11.753462791442871,-2.753462314605713,-0.06596237421035767,-9.097212791442871,4.0,4
150,-14.751947402954102,-16.6347599029541,-13.306634902954102,-4.634759902954102,-0.009760040789842606,3.0,5
151,-14.117302894592285,-8.390740394592285,-0.8438653945922852,-0.5626153945922852,-12.367302894592285,4.0,4
152,-16.92300796508789,-10.477696418762207,-0.40738388895988464,-1.094883918762207,-13.735508918762207,3.0,3
153,-16.597042083740234,-13.72985553741455,-3.182980537414551,-0.042355433106422424,-12.67516803741455,4.0,4
154,-16.65641975402832,-11.468920707702637,-0.00798273179680109,-4.8361077308654785,-14.484545707702637,2.0,3
155,-10.703559875488281,-0.008247839286923409,-4.8051228523254395,-13.297309875488281,-16.53168487548828,3.0,2
156,-14.232715606689453,-14.685840606689453,-10.974903106689453,-4.279590129852295,-0.013965269550681114,1.0,5
157,-18.062606811523438,-17.046981811523438,-9.234481811523438,-0.00010668662434909493,-11.773544311523438,5.0,4
158,-15.858832359313965,-9.335394859313965,-0.05414528027176857,-2.944770336151123,-14.155707359313965,4.0,3
159,-18.625150680541992,-17.328275680541992,-8.859526634216309,-0.0001515035255579278,-11.781401634216309,4.0,4
160,-10.561962127685547,-0.030712123960256577,-3.499462127685547,-12.515087127685547,-16.554149627685547,4.0,2
161,-17.2203311920166,-15.525019645690918,-6.45470666885376,-0.00158184755127877,-12.368769645690918,5.0,4
162,-16.697433471679688,-9.611496925354004,-0.0021214615553617477,-6.189621448516846,-15.486496925354004,3.0,3
163,-18.35894203186035,-16.79644203186035,-4.91363000869751,-0.0073801265098154545,-12.343317985534668,3.0,4
164,-16.40509033203125,-16.33477783203125,-10.17852783203125,-0.006652944255620241,-5.02227783203125,5.0,4
165,-17.587739944458008,-15.618989944458008,-4.65023946762085,-0.009614472277462482,-11.978364944458008,5.0,4
166,-8.750749588012695,-0.0007500219508074224,-7.4382500648498535,-13.367937088012695,-16.321062088012695,5.0,2
167,-15.656630516052246,-14.641005516052246,-7.445693492889404,-0.008193333633244038,-4.883193492889404,4.0,4
168,-16.173683166503906,-14.673684120178223,-6.408059120178223,-0.0018090326339006424,-8.767434120178223,3.0,4
169,-14.67586612701416,-15.75399112701416,-12.26180362701416,-3.3633663654327393,-0.0352412648499012,4.0,5
170,-16.3990535736084,-15.977178573608398,-9.719366073608398,-0.0006162413046695292,-7.500616073608398,4.0,4
171,-0.1332523673772812,-2.3832523822784424,-3.8207523822784424,-5.180127143859863,-5.539502143859863,3.0,1
172,-16.018901824951172,-15.854840278625488,-9.651715278625488,-0.10484018921852112,-2.3079652786254883,3.0,4
173,-16.01429557800293,-13.233046531677246,-5.068983554840088,-0.006483590696007013,-8.693984031677246,5.0,4
174,-6.474382400512695,-0.005632482469081879,-5.505632400512695,-11.982194900512695,-15.357194900512695,3.0,2
175,-3.443854331970215,-1.9751043319702148,-0.30322936177253723,-2.850104331970215,-3.443854331970215,3.0,3
176,-16.347755432128906,-17.113380432128906,-11.832130432128906,-0.30088022351264954,-1.3477551937103271,4.0,4
177,-14.867197036743164,-10.117197036743164,-1.3593846559524536,-0.2968846559524536,-12.328134536743164,4.0,4
178,-13.699057579040527,-9.909995079040527,-0.027182994410395622,-3.6209330558776855,-12.730307579040527,5.0,3
179,-15.969380378723145,-8.781880378723145,-0.0006302992696873844,-7.6568803787231445,-15.024067878723145,3.0,3
180,-16.664356231689453,-8.922167778015137,-0.0002928543253801763,-8.750292778015137,-15.656542778015137,3.0,3
181,-15.23617172241211,-6.986171245574951,-0.0017963001737371087,-7.048671245574951,-15.04867172241211,3.0,3
182,-17.37286949157715,-10.747869491577148,-0.005682149436324835,-5.177556991577148,-14.997869491577148,5.0,3
183,-15.03746223449707,-9.01402473449707,-0.8890247941017151,-0.5296497941017151,-13.12339973449707,3.0,4
184,-13.404004096984863,-2.8415045738220215,-0.0602545291185379,-8.919629096984863,-14.888379096984863,2.0,3
185,-16.864944458007812,-17.755569458007812,-12.396193504333496,-0.02119358442723751,-3.864943504333496,4.0,4
186,-16.737668991088867,-13.167357444763184,-3.1829819679260254,-0.042357031255960464,-12.682982444763184,2.0,4
187,-17.718048095703125,-10.389923095703125,-0.09304841607809067,-2.421173334121704,-14.343048095703125,5.0,3
188,-17.1334171295166,-7.734979152679443,-0.0006040894077159464,-8.703728675842285,-16.4381046295166,5.0,3
189,-17.485502243041992,-17.883939743041992,-11.719877243041992,-0.0011275607394054532,-6.79800271987915,4.0,4
190,-15.344061851501465,-13.484686851501465,-6.320623874664307,-0.00812404416501522,-5.070623874664307,5.0,4
191,-14.591691017150879,-15.466691017150879,-12.365128517150879,-5.162003040313721,-0.0057531483471393585,4.0,5
192,-15.771295547485352,-16.34942054748535,-10.693170547485352,-0.036920271813869476,-3.3181703090667725,4.0,4
193,-15.231267929077148,-16.02033042907715,-11.254705429077148,-0.5828301310539246,-0.8172051310539246,4.0,4
194,-15.423300743103027,-15.735800743103027,-11.071738243103027,-1.0639259815216064,-0.42330092191696167,3.0,5
195,-6.579928398132324,-0.0018034399254247546,-7.798678398132324,-13.150240898132324,-16.18930435180664,3.0,2
196,-12.839244842529297,-13.104869842529297,-9.331432342529297,-2.307995080947876,-0.10487013310194016,4.0,5
197,-9.789013862609863,-10.460888862609863,-7.8046393394470215,-3.7890141010284424,-0.023389160633087158,5.0,5
198,-3.070444107055664,-0.07044419646263123,-3.836069107055664,-10.289194107055664,-14.515756607055664,5.0,2
199,-17.20465850830078,-9.829658508300781,-0.0015338810626417398,-6.5171589851379395,-15.689033508300781,4.0,3
200,-16.476747512817383,-15.664247512817383,-8.953310012817383,-0.00018523407925385982,-9.843935012817383,5.0,4
201,-16.39634132385254,-17.61899757385254,-12.279153823852539,-0.13071584701538086,-2.099465847015381,4.0,4
202,-18.83088493347168,-13.866042137145996,-0.22541671991348267,-1.600416660308838,-14.795729637145996,2.0,3
203,-15.588376998901367,-15.338376998901367,-9.330564498901367,-0.064939484000206,-2.768064498901367,3.0,4
204,-17.200592041015625,-16.833404541015625,-10.036530494689941,-0.005280476063489914,-5.255280494689941,5.0,4
205,-13.465738296508789,-14.223550796508789,-10.528238296508789,-2.989176034927368,-0.051676150411367416,5.0,5
206,-16.509450912475586,-11.001638412475586,-0.9547633528709412,-0.48601335287094116,-13.056325912475586,4.0,4
207,-7.7350287437438965,-0.0006537684239447117,-8.453779220581055,-13.524091720581055,-16.367841720581055,2.0,2
208,-16.462194442749023,-9.610631942749023,-0.001256867777556181,-6.735631942749023,-15.595006942749023,4.0,3
209,-17.89892578125,-18.10205078125,-12.15673828125,-0.00048780461656861007,-7.641112804412842,5.0,4
210,-10.901727676391602,-2.8861021995544434,-0.05797731131315231,-7.573602199554443,-13.886102676391602,1.0,3
211,-15.666492462158203,-8.658679962158203,-0.0024296308401972055,-6.096179485321045,-14.033679962158203,4.0,3
212,-14.535332679748535,-14.168145179748535,-8.043145179748535,-0.13689503073692322,-2.058769941329956,4.0,4
213,-17.70332145690918,-16.85175895690918,-8.82832145690918,-0.000196556793525815,-9.95332145690918,5.0,4
214,-16.045909881591797,-13.225598335266113,-4.233410358428955,-0.014660371467471123,-10.092785835266113,4.0,4
215,-16.084712982177734,-13.022212028503418,-3.819087266921997,-0.02221217192709446,-11.514399528503418,3.0,4
216,-15.888057708740234,-5.270869731903076,-0.005244900938123465,-9.302120208740234,-16.153682708740234,3.0,3
217,-14.783998489379883,-15.002748489379883,-10.010560989379883,-0.9168106913566589,-0.5105606913566589,3.0,5
218,-10.35653018951416,-0.020592467859387398,-3.895592451095581,-11.04403018951416,-15.78621768951416,1.0,2
219,-17.884601593017578,-15.822101593017578,-6.361164093017578,-0.0017889224691316485,-9.767414093017578,4.0,4
220,-17.565698623657227,-15.136011123657227,-5.753198623657227,-0.0031987475231289864,-11.050073623657227,4.0,4
221,-16.357004165649414,-17.388254165649414,-12.239816665649414,-0.25544196367263794,-1.4898169040679932,4.0,4
222,-15.782422065734863,-16.907421112060547,-12.305859565734863,-0.2042969912290573,-1.6886719465255737,4.0,4
223,-16.688631057739258,-17.055818557739258,-11.344881057739258,-0.0011310139670968056,-6.798006057739258,3.0,4
224,-14.639965057373047,-4.975902557373047,-0.007152546662837267,-8.413402557373047,-15.007152557373047,4.0,3
225,-16.96488380432129,-14.019571304321289,-3.168009042739868,-0.04300893098115921,-12.574258804321289,3.0,4
226,-13.63376522064209,-13.86032772064209,-10.32907772064209,-4.110327243804932,-0.016577359288930893,4.0,5
227,-9.910384178161621,-0.004134441260248423,-5.504134654998779,-12.176009178161621,-16.035385131835938,4.0,2
228,-13.963302612304688,-15.049240112304688,-11.658615112304688,-2.7679901123046875,-0.06486507505178452,3.0,5
229,-16.197052001953125,-15.822052001953125,-9.720489501953125,-0.0017391807632520795,-6.392364025115967,4.0,4
230,-15.406414985656738,-16.125164031982422,-11.359539985656738,-0.2736022472381592,-1.4298522472381592,4.0,4
231,-11.662378311157227,-0.006128211040049791,-5.099878311157227,-13.428003311157227,-16.631128311157227,1.0,2
232,-7.797651290893555,-0.00077622797107324,-7.922651290893555,-13.891401290893555,-16.625776290893555,3.0,2
233,-17.82076644897461,-17.71920394897461,-11.82076644897461,-0.00045372682507149875,-7.719203948974609,4.0,4
234,-15.231114387512207,-10.770176887512207,-2.856114149093628,-0.05923926457762718,-12.949864387512207,4.0,4
235,-8.777009010314941,-0.011383935809135437,-4.495759010314941,-12.027009010314941,-15.370759010314941,2.0,2
236,-9.502898216247559,-0.01852286048233509,-4.0028977394104,-11.237273216247559,-15.471648216247559,4.0,2
237,-15.134098052978516,-14.501285552978516,-8.954410552978516,-0.0012852036161348224,-6.766910076141357,5.0,4
238,-17.116785049438477,-14.01522159576416,-2.5933470726013184,-0.0777219608426094,-13.21834659576416,3.0,4
239,-7.328355312347412,-0.04710523784160614,-3.093980312347412,-10.336167335510254,-15.328354835510254,4.0,2
240,-16.521743774414062,-11.834244728088379,-1.7014319896697998,-0.20143204927444458,-12.849869728088379,4.0,4
241,-14.05310344696045,-14.84997844696045,-11.31872844696045,-3.303103446960449,-0.037478361278772354,4.0,5
242,-15.91057014465332,-16.03557014465332,-10.70744514465332,-0.9261952638626099,-0.5043202638626099,4.0,5
243,-15.852154731750488,-15.250592231750488,-8.297467231750488,-0.0005920564290136099,-7.984967231750488,4.0,4
244,-16.14252471923828,-16.79877471923828,-11.837838172912598,-0.05658794194459915,-2.9003379344940186,5.0,4
245,-16.969432830810547,-8.188183784484863,-0.0006834316882304847,-7.813183307647705,-15.406933784484863,5.0,3
246,-17.415483474731445,-17.602983474731445,-11.688921928405762,-0.0014216327108442783,-6.5639214515686035,5.0,4
247,-12.77718448638916,-8.51155948638916,-1.2459348440170288,-0.3396848440170288,-9.05062198638916,5.0,4
248,-17.90815544128418,-18.48628044128418,-12.31440544128418,-0.0019050560658797622,-6.2675299644470215,4.0,4
249,-16.078866958618164,-8.922616958618164,-0.0007419217727147043,-7.406991958618164,-15.196054458618164,5.0,3
250,-17.365501403808594,-17.732688903808594,-11.623313903808594,-0.006126789376139641,-5.099876880645752,5.0,4
251,-17.851865768432617,-16.429990768432617,-8.1565523147583,-0.00030250742565840483,-11.2815523147583,5.0,4
252,-15.673327445983887,-16.24363899230957,-11.181139945983887,-0.017077187076210976,-4.0795769691467285,4.0,4
253,-9.426437377929688,-0.0045623257756233215,-5.4108123779296875,-13.238937377929688,-16.738937377929688,3.0,2
