judge,protocol,seed,cov_raw,width_raw,cov_adj,width_adj,elapsed_sec
Phi-4,A_internal_split,4,0.9013641133263379,3.2034342223924956,0.981462049667716,3.7103882476390346,35.31445837020874
Phi-4,B_external_split,4,0.8856243441762854,3.1300849394182846,0.9772647778943686,3.658272123119972,27.80357575416565
Phi-4,A_internal_split,5,0.8905211612451907,3.117792530758642,0.9779643231899265,3.6680657572577826,33.556642293930054
Phi-4,B_external_split,5,0.8786288912207065,3.1203589343073985,0.9758656873032528,3.659671213711088,29.44040608406067
Phi-4,A_internal_split,6,0.8975166142007694,3.157974443347273,0.9853095487932844,3.70863938440014,35.58124780654907
Phi-4,B_external_split,6,0.8975166142007694,3.1688684182135365,0.9860090940888423,3.7065407485134663,29.479596614837646
Phi-4,A_internal_split,7,0.8950682056663168,3.0960542205414936,0.9783140958377055,3.6691150752011192,35.45416331291199
Phi-4,B_external_split,7,0.90066456803078,3.1575274359058274,0.9821615949632738,3.72857642532354,29.498913526535034
Phi-4,A_internal_split,8,0.8838754809373907,3.0694739406198086,0.9734172787688002,3.6302903112976566,35.602648973464966
Phi-4,B_external_split,8,0.8779293459251487,3.043859647136754,0.9709688702343476,3.6047569080097936,29.55705690383911
Phi-4,A_internal_split,9,0.8768800279818119,3.1155263025804847,0.9853095487932844,3.6935991605456455,35.46943163871765
Phi-4,B_external_split,9,0.8870234347674012,3.1673776118561037,0.9842602308499475,3.7065407485134663,25.536381483078003
Phi-4,A_internal_split,10,0.9062609303952431,3.252910411537173,0.9898565932144107,3.770898915704792,30.243542432785034
Phi-4,B_external_split,10,0.9174536551241693,3.3278758061770253,0.9923050017488633,3.813920951381602,25.18505835533142
Gemini,A_internal_split,1,0.8747813920951382,2.723907817281514,0.9744665967121371,3.340328786288912,30.285678148269653
Gemini,B_external_split,1,0.8754809373906961,2.7525372636113894,0.9723679608254634,3.334032878628891,29.277937412261963
Gemini,A_internal_split,2,0.8926197971318642,2.877024671755374,0.9797131864288212,3.4134312696747116,35.31616139411926
Gemini,B_external_split,2,0.8985659321441063,2.9261992513904125,0.9800629590766002,3.44036376355369,29.28951358795166
Gemini,A_internal_split,3,0.9125568380552641,2.9864528956801877,0.9818118223154949,3.491080797481637,31.033058881759644
Gemini,B_external_split,3,0.9038125218607905,2.9715964231677887,0.9772647778943686,3.4393144456103535,25.505851984024048
Gemini,A_internal_split,4,0.8985659321441063,2.8954035387292696,0.9825113676110528,3.4526058062259533,30.87800908088684
Gemini,B_external_split,4,0.8915704791885275,2.902358044649013,0.9821615949632738,3.4816369359916055,25.536412715911865
Gemini,A_internal_split,5,0.899965022735222,2.7597486744313944,0.9786638684854845,3.3564183280867437,35.12884259223938
Gemini,B_external_split,5,0.9003147953830011,2.831890550431942,0.9797131864288212,3.3707590066456805,26.232760906219482
Gemini,A_internal_split,6,0.8796782091640434,2.742701223989849,0.9783140958377055,3.353620146904512,34.5483922958374
Gemini,B_external_split,6,0.881427072402938,2.8184055323448995,0.9779643231899265,3.4151801329136062,29.63155698776245
Gemini,A_internal_split,7,0.8971668415529905,2.8647041786963725,0.9835606855543897,3.4610003497726476,35.5536253452301
Gemini,B_external_split,7,0.9059111577474641,2.9135353343392554,0.9828611402588318,3.502273522210563,29.498100996017456
Gemini,A_internal_split,8,0.8919202518363064,2.837178044362517,0.9818118223154949,3.3987408184679957,35.41319155693054
Gemini,B_external_split,8,0.8968170689052116,2.8720602727761926,0.9828611402588318,3.4186778593913956,29.50227403640747
Gemini,A_internal_split,9,0.9080097936341378,2.9398568527979547,0.9825113676110528,3.4690451206715633,35.32740879058838
Gemini,B_external_split,9,0.9097586568730325,2.9416797203632368,0.9835606855543897,3.4582021685904163,27.25077176094055
Gemini,A_internal_split,10,0.9080097936341378,2.9384587059991683,0.9846100034977264,3.478139209513816,30.767233848571777
Gemini,B_external_split,10,0.9097586568730325,2.935093604546821,0.9863588667366212,3.4840853445260582,25.50778889656067
