sample_id,s2_lp1,s2_lp2,s2_lp3,s2_lp4,s2_lp5,gt_score,parsed_score
52,-9.124246597290039,-0.6554962992668152,-0.7336212992668152,-7.530496120452881,-13.592996597290039,3.0,2
53,-14.108501434326172,-13.888330459594727,-10.351399421691895,-0.15253521502017975,-1.9565131664276123,3.0,4
54,-12.138230323791504,-4.614792823791504,-0.17729294300079346,-1.8804179430007935,-10.700730323791504,3.0,3
55,-15.574637413024902,-12.051910400390625,-3.8985016345977783,-0.020659612491726875,-9.026341438293457,3.0,4
56,-15.166839599609375,-12.233600616455078,-5.685305595397949,-0.0034875778947025537,-9.8046236038208,4.0,4
57,-13.219583511352539,-13.485208511352539,-9.797708511352539,-0.3133334517478943,-1.313333511352539,4.0,4
58,-11.394145965576172,-2.1824991703033447,-0.12283921986818314,-5.889885425567627,-10.275537490844727,5.0,3
59,-16.8393611907959,-13.690923690795898,-5.722173690795898,-0.0034237834624946117,-9.612798690795898,4.0,4
60,-14.856921195983887,-10.724108695983887,-1.817858338356018,-0.17723333835601807,-11.458483695983887,3.0,4
61,-16.242168426513672,-16.867168426513672,-13.210208892822266,-2.421146869659424,-0.09302180260419846,4.0,5
62,-13.046692848205566,-15.156067848205566,-12.570130348205566,-3.7732553482055664,-0.023255346342921257,4.0,5
63,-17.03404998779297,-13.823112487792969,-4.557487487792969,-0.010612716898322105,-10.198112487792969,4.0,4
64,-15.482327461242676,-11.185452461242676,-2.4354519844055176,-0.09170205891132355,-10.997952461242676,4.0,4
65,-14.042847633361816,-14.959040641784668,-13.126654624938965,-3.7871665954589844,-0.02296261675655842,5.0,5
66,-13.096421241760254,-6.283921718597412,-0.09642169624567032,-2.408921718597412,-9.330796241760254,2.0,3
67,-14.961427688598633,-14.305177688598633,-9.641115188598633,-0.016115525737404823,-4.141115665435791,4.0,4
68,-16.18682289123535,-12.870059967041016,-4.219491481781006,-0.014947437681257725,-9.645627975463867,3.0,4
69,-14.561084747314453,-15.076709747314453,-12.482959747314453,-1.1157727241516113,-0.39702269434928894,4.0,5
70,-16.087757110595703,-12.369007110595703,-4.650257587432861,-0.009632537141442299,-10.853382110595703,4.0,4
71,-14.971091270446777,-13.213278770446777,-7.064840793609619,-0.002341031562536955,-6.533590793609619,5.0,4
72,-13.280657768249512,-9.913470268249512,-3.2884700298309326,-0.0384700633585453,-8.225970268249512,4.0,4
73,-13.058841705322266,-14.519779205322266,-12.129154205322266,-5.488529205322266,-0.00415426678955555,4.0,5
74,-13.164320945739746,-10.187758445739746,-3.125258684158325,-0.047133669257164,-9.219008445739746,3.0,4
75,-15.403953552246094,-12.224266052246094,-5.224266052246094,-0.005515950731933117,-9.411766052246094,4.0,4
76,-15.465746879577637,-11.864184379577637,-2.9891843795776367,-0.05168430134654045,-10.582934379577637,4.0,4
77,-13.121402740478516,-14.172538757324219,-12.539016723632812,-4.556061267852783,-0.010607291013002396,5.0,5
78,-14.686123847961426,-9.912686347961426,-2.959561586380005,-0.053311537951231,-10.834561347961426,4.0,4
79,-16.76761817932129,-12.517618179321289,-2.564493417739868,-0.0801183357834816,-11.251993179321289,4.0,4
80,-14.91346549987793,-11.809772491455078,-3.9404542446136475,-0.020000336691737175,-10.133636474609375,3.0,4
81,-14.937889099121094,-15.562889099121094,-13.219139099121094,-2.4925765991210938,-0.08632656186819077,5.0,5
82,-14.02713680267334,-4.222448825836182,-0.01932390406727791,-5.409948825836182,-13.09744930267334,3.0,3
83,-14.644368171691895,-14.772209167480469,-12.449766159057617,-2.577608346939087,-0.07902733236551285,4.0,5
84,-12.716127395629883,-12.531468391418457,-8.135161399841309,-0.10959377139806747,-2.268685817718506,4.0,4
85,-13.562005043029785,-12.709732055664062,-9.535017013549805,-0.41569945216178894,-1.0790505409240723,5.0,4
86,-8.361401557922363,-1.2023100852966309,-0.3642421364784241,-5.435266017913818,-9.06381607055664,4.0,3
87,-13.899855613708496,-4.813917636871338,-0.017042849212884903,-4.735792636871338,-12.313918113708496,3.0,3
88,-15.62542724609375,-11.16448974609375,-2.49261474609375,-0.08636483550071716,-10.78948974609375,3.0,4
89,-13.6016845703125,-14.113048553466797,-11.84032154083252,-2.578958749771118,-0.07895871251821518,4.0,5
90,-14.54619312286377,-10.81963062286377,-2.9801878554280847e-05,-12.11650562286377,-14.38994312286377,3.0,3
91,-15.772429466247559,-11.702116966247559,-3.5146169662475586,-0.030242085456848145,-10.905241966247559,1.0,4
92,-0.9073264598846436,-0.5209624767303467,-6.036587715148926,-10.841275215148926,-13.208462715148926,1.0,2
93,-15.840813636779785,-10.911836624145508,-0.16609734296798706,-1.877746343612671,-9.603597640991211,4.0,3
94,-13.137720108032227,-4.203061580657959,-0.018401503562927246,-5.721526622772217,-12.307463645935059,4.0,3
95,-14.83224868774414,-11.66037368774414,-3.004124164581299,-0.05099906772375107,-9.84787368774414,4.0,4
96,-14.469103813171387,-11.344103813171387,-3.0784785747528076,-0.047228507697582245,-9.765978813171387,4.0,4
97,-13.017281532287598,-14.306344032287598,-12.634469032287598,-4.665719509124756,-0.009469355456531048,5.0,5
98,-13.872559547424316,-12.208497047424316,-5.520996570587158,-0.005371779669076204,-6.630371570587158,4.0,4
99,-14.380818367004395,-14.365193367004395,-10.068318367004395,-0.7089433670043945,-0.6776933670043945,4.0,5
100,-14.879638671875,-12.778076171875,-5.442138671875,-0.004638862796127796,-8.160888671875,4.0,4
101,-12.698197364807129,-13.721634864807129,-11.510697364807129,-3.651322364807129,-0.026322277262806892,5.0,5
102,-11.508670806884766,-12.586795806884766,-9.227420806884766,-2.1961705684661865,-0.11804547160863876,4.0,5
103,-12.137539863586426,-1.1844152212142944,-0.3719152510166168,-5.371915340423584,-11.926602363586426,3.0,3
104,-14.045973777770996,-6.268984794616699,-0.04739496484398842,-3.115576982498169,-11.041712760925293,3.0,3
105,-14.456137657165527,-14.870200157165527,-12.674887657165527,-2.4639503955841064,-0.08895036578178406,5.0,5
106,-15.886069297790527,-11.550131797790527,-2.5501317977905273,-0.08138179779052734,-9.800131797790527,4.0,4
107,-13.991262435913086,-12.131887435913086,-6.960011959075928,-0.00688703078776598,-5.131886959075928,3.0,4
108,-13.781403541564941,-13.140778541564941,-8.593903541564941,-0.2970287799835205,-1.3595287799835205,4.0,4
109,-14.501649856567383,-15.532899856567383,-13.736024856567383,-4.665712356567383,-0.009462270885705948,5.0,5
110,-13.964925765991211,-14.668050765991211,-11.847738265991211,-1.9102386236190796,-0.1602386236190796,4.0,5
111,-10.860136985778809,-0.68968266248703,-0.7038866877555847,-5.647068500518799,-11.18684196472168,2.0,2
112,-13.4662504196167,-5.113977909088135,-0.011704109609127045,-5.183578968048096,-11.550766944885254,4.0,3
113,-15.689961433410645,-13.495359420776367,-7.62888240814209,-0.0010422994382679462,-7.827746391296387,4.0,4
114,-11.367725372314453,-4.400396347045898,-0.025396432727575302,-4.371986389160156,-10.252668380737305,3.0,3
115,-0.14739568531513214,-1.9911457300186157,-7.631770610809326,-11.936458587646484,-14.217708587646484,4.0,1
116,-14.907753944396973,-11.923378944396973,-3.2280659675598145,-0.040566034615039825,-9.837441444396973,3.0,4
117,-13.632793426513672,-14.939611434936523,-13.412623405456543,-5.6569414138793945,-0.0035331938415765762,5.0,5
118,-0.051084816455841064,-3.0042097568511963,-8.504209518432617,-12.129209518432617,-13.566709518432617,4.0,1
119,-1.0222656726837158,-0.4597656726837158,-4.741015434265137,-9.991015434265137,-13.334765434265137,3.0,2
120,-0.09066184610128403,-2.4500367641448975,-7.903162002563477,-12.098474502563477,-13.762537002563477,2.0,1
121,-11.981768608093262,-8.885178565979004,-2.620974540710449,-0.07836058735847473,-6.484610557556152,2.0,4
122,-15.020644187927246,-11.856581687927246,-4.372206687927246,-0.0128318564966321,-10.215956687927246,3.0,4
123,-0.11834342777729034,-2.1964683532714844,-7.821468353271484,-12.235530853271484,-14.446468353271484,2.0,1
124,-13.682900428771973,-7.745400905609131,-0.5110257863998413,-0.9172757863998413,-9.932900428771973,4.0,3
125,-13.908928871154785,-14.121996879577637,-11.820859909057617,-0.9117686152458191,-0.5140425562858582,4.0,5
126,-9.506744384765625,-2.1203815937042236,-0.1459496021270752,-4.165835380554199,-9.307880401611328,5.0,3
127,-13.406547546386719,-13.929985046386719,-11.492485046386719,-1.3362350463867188,-0.30498504638671875,3.0,5
128,-11.73771858215332,-12.69084358215332,-9.38615608215332,-1.8705310821533203,-0.1674061119556427,5.0,5
129,-12.217541694641113,-13.105325698852539,-10.910723686218262,-3.5243606567382812,-0.03004267066717148,5.0,5
130,-12.689461708068848,-14.306649208068848,-12.541024208068848,-4.6347737312316895,-0.009773852303624153,5.0,5
131,-14.19890308380127,-15.49577808380127,-13.59734058380127,-4.480153560638428,-0.011403500102460384,4.0,5
132,-13.525032997131348,-14.61168098449707,-12.630146980285645,-3.759408712387085,-0.023612726479768753,4.0,5
133,-14.411972045898438,-14.583847045898438,-12.568222045898438,-2.0994718074798584,-0.1307218074798584,4.0,5
134,-13.382902145385742,-14.09312915802002,-12.090288162231445,-4.121539115905762,-0.01642492413520813,4.0,5
135,-11.374676704406738,-0.01104161236435175,-4.528085708618164,-8.88888168334961,-11.399534225463867,3.0,2
136,-12.872957229614258,-4.115144729614258,-0.0370197631418705,-3.912019729614258,-11.482332229614258,4.0,3
137,-10.508084297180176,-2.787914514541626,-0.1032564640045166,-3.3134825229644775,-9.719732284545898,5.0,3
138,-11.308642387390137,-1.5273921489715576,-0.2461422085762024,-6.839892387390137,-12.683642387390137,3.0,3
139,-12.969325065612793,-8.139779090881348,-0.767620861530304,-0.6255748867988586,-9.205121040344238,5.0,4
140,-12.097054481506348,-13.268929481506348,-11.300179481506348,-3.6361165046691895,-0.02674158662557602,4.0,5
141,-14.871566772460938,-14.566879272460938,-11.121566772460938,-0.090316541492939,-2.4496915340423584,4.0,4
142,-9.790085792541504,-0.008835743181407452,-4.743210792541504,-10.508835792541504,-14.063523292541504,4.0,2
143,-10.77815055847168,-2.6957647800445557,-0.09633271396160126,-3.7184908390045166,-10.607695579528809,5.0,3
144,-17.016258239746094,-14.805319786071777,-8.016257286071777,-0.0006325627909973264,-8.156882286071777,3.0,4
145,-14.308051109313965,-6.464301586151123,-0.011176480911672115,-4.651801586151123,-12.159613609313965,4.0,3
146,-16.024879455566406,-13.83737850189209,-6.67331600189209,-0.0014411549782380462,-8.70456600189209,4.0,4
147,-7.3129987716674805,-0.15674886107444763,-1.93799889087677,-7.7817487716674805,-12.97706127166748,3.0,2
148,-13.70722484588623,-9.10566234588623,-1.0744123458862305,-0.41816237568855286,-10.10566234588623,3.0,4
149,-12.953246116638184,-13.265746116638184,-11.092451095581055,-2.079667091369629,-0.13364513218402863,4.0,5
150,-15.731228828430176,-11.395291328430176,-3.153104305267334,-0.04372921586036682,-10.074978828430176,3.0,4
151,-5.217401027679443,-0.3111512064933777,-1.3424012660980225,-7.201776027679443,-12.233026504516602,4.0,2
152,-0.24018032848834991,-1.5526803731918335,-6.318305492401123,-10.896430015563965,-13.115180015563965,3.0,1
153,-14.194077491760254,-11.225327491760254,-3.850327491760254,-0.022202495485544205,-7.615952491760254,4.0,4
154,-14.817254066467285,-12.668816566467285,-5.801629066467285,-0.004753835499286652,-6.395379066467285,2.0,4
155,-8.172636985778809,-0.7663871049880981,-0.6257621049880981,-8.68257999420166,-13.590250968933105,3.0,3
156,-12.039502143859863,-13.117627143859863,-10.156689643859863,-3.4691896438598633,-0.03168965503573418,1.0,5
157,-13.4171724319458,-9.9015474319458,-2.15936017036438,-0.12384914606809616,-6.956234931945801,5.0,4
158,-8.85206127166748,-0.24268582463264465,-1.5750737190246582,-4.789560794830322,-10.93799877166748,4.0,2
159,-14.691489219665527,-15.957114219665527,-13.753989219665527,-3.9414894580841064,-0.01961454376578331,4.0,5
160,-15.739185333251953,-12.387622833251953,-4.387622833251953,-0.01262270100414753,-9.731372833251953,4.0,4
161,-17.086894989013672,-14.680644989013672,-7.672832489013672,-0.0009576263837516308,-7.625957489013672,5.0,4
162,-14.280854225158691,-14.968354225158691,-12.312104225158691,-2.5933542251586914,-0.07772913575172424,3.0,5
163,-11.139039993286133,-0.0026769537944346666,-5.954380989074707,-10.116312980651855,-11.820147514343262,3.0,2
164,-11.121927261352539,-0.6957910656929016,-0.6957910656929016,-5.965677261352539,-11.079313278198242,5.0,2
165,-13.45173168182373,-13.522754669189453,-10.617924690246582,-0.41906145215034485,-1.0724713802337646,5.0,4
166,-9.326215744018555,-1.6557612419128418,-0.22110317647457123,-4.937011241912842,-9.079766273498535,5.0,3
167,-14.443707466125488,-10.529644966125488,-2.1546454429626465,-0.1233954206109047,-9.764019966125488,4.0,4
168,-13.66767692565918,-12.51142692565918,-6.36298942565918,-0.03486441820859909,-3.4254894256591797,3.0,4
169,-17.246957778930664,-18.198659896850586,-15.080761909484863,-5.940136909484863,-0.0026371246203780174,4.0,5
170,-15.063822746276855,-9.289674758911133,-0.3266065716743469,-1.2783124446868896,-11.59791374206543,4.0,3
171,-0.2329808920621872,-1.5923558473587036,-5.451730728149414,-9.701730728149414,-11.154855728149414,3.0,1
172,-13.224446296691895,-15.170469284057617,-14.126435279846191,-12.030553817749023,-1.5735502529423684e-05,3.0,5
173,-10.589917182922363,-3.8946046829223633,-0.6914796233177185,-0.7383546233177185,-7.175854682922363,5.0,3
174,-1.727254033088684,-0.2741290330886841,-2.7897539138793945,-7.5710039138793945,-11.149128913879395,3.0,2
175,-12.147310256958008,-7.29574728012085,-0.6707474589347839,-0.7176224589347839,-9.701997756958008,3.0,3
176,-13.719350814819336,-7.412533760070801,-0.12560155987739563,-2.1426455974578857,-10.56594181060791,4.0,3
177,-15.157655715942383,-12.991462707519531,-6.748564720153809,-0.0014068715972825885,-8.552542686462402,4.0,4
178,-13.761363983154297,-9.095170974731445,-1.2684667110443115,-0.33096665143966675,-9.776989936828613,5.0,4
179,-15.371252059936523,-13.922388076782227,-8.091422080993652,-0.009036241099238396,-4.753354072570801,3.0,4
180,-12.685548782348633,-12.365945816040039,-9.02077579498291,-0.21395747363567352,-1.6486173868179321,3.0,4
181,-14.455142974853516,-13.33298397064209,-9.284687995910645,-0.009119878523051739,-4.7534379959106445,3.0,4
182,-13.48512077331543,-8.193927764892578,-0.4098372757434845,-1.0916552543640137,-9.443927764892578,5.0,3
183,-5.538002967834473,-0.11186698824167252,-2.285162925720215,-8.989707946777344,-12.428627967834473,3.0,2
184,-6.860170841217041,-0.28346502780914307,-1.4056249856948853,-7.541988849639893,-11.494402885437012,2.0,2
185,-11.186112403869629,-4.254293918609619,-0.22020401060581207,-1.6974760293960571,-9.254294395446777,4.0,3
186,-10.464335441589355,-2.4387669563293457,-0.10922106355428696,-4.1291069984436035,-10.407517433166504,2.0,3
187,-10.873620986938477,-3.1861209869384766,-0.1236208900809288,-2.5923709869384766,-9.811120986938477,5.0,3
188,-15.540895462036133,-12.540895462036133,-4.064332962036133,-0.0174577496945858,-9.408082962036133,5.0,4
189,-13.425114631652832,-14.557927131652832,-13.050114631652832,-5.737614154815674,-0.0032392670400440693,4.0,5
190,-13.290059089660645,-8.813496589660645,-1.563496708869934,-0.23537173867225647,-9.297871589660645,5.0,4
191,-16.387174606323242,-13.019988059997559,-3.9262375831604004,-0.019987599924206734,-10.207488059997559,4.0,4
192,-14.816304206848145,-10.167866706848145,-1.1053667068481445,-0.4022417366504669,-11.058491706848145,4.0,4
193,-15.483492851257324,-16.710054397583008,-14.397555351257324,-4.975680351257324,-0.006930124014616013,4.0,5
194,-15.742179870605469,-12.812492370605469,-4.171867370605469,-0.015617446973919868,-10.140617370605469,3.0,4
195,-9.526630401611328,-1.5294713973999023,-0.25106340646743774,-5.25106143951416,-10.968391418457031,3.0,3
196,-13.263209342956543,-7.302272319793701,-0.34914711117744446,-1.224147081375122,-11.216334342956543,4.0,3
197,-11.834315299987793,-6.232752323150635,-0.8108775019645691,-0.5921275019645691,-8.904627799987793,5.0,4
198,-12.66787338256836,-6.332646369934082,-0.040032461285591125,-3.292874336242676,-8.649407386779785,5.0,3
199,-15.828038215637207,-13.490680694580078,-3.773350477218628,-0.02335049770772457,-9.288975715637207,4.0,4
200,-13.411873817443848,-13.305339813232422,-10.911873817443848,-1.663293719291687,-0.2101687341928482,5.0,5
201,-13.040013313293457,-13.047115325927734,-10.29853630065918,-1.207627296447754,-0.35535532236099243,4.0,5
202,-13.082413673400879,-13.92048168182373,-13.849459648132324,-11.453862190246582,-2.8013790142722428e-05,2.0,5
203,-12.304348945617676,-5.365428924560547,-0.05292900279164314,-3.0642929077148438,-9.996109962463379,3.0,3
204,-12.523393630981445,-13.242143630981445,-9.593706130981445,-0.5624561309814453,-0.8437061309814453,5.0,4
205,-15.758543968200684,-13.758543968200684,-7.828856468200684,-0.0007316772826015949,-8.469481468200684,5.0,4
206,-13.498931884765625,-4.178619384765625,-0.022369207814335823,-4.991119384765625,-13.803619384765625,4.0,3
207,-12.47844409942627,-7.002592086791992,-0.6673642992973328,-0.7241842150688171,-6.917364120483398,2.0,3
208,-14.318684577941895,-7.068685054779053,-0.17806003987789154,-1.8186850547790527,-11.803059577941895,4.0,3
209,-14.984054565429688,-15.882492065429688,-13.851242065429688,-4.8981170654296875,-0.007492299657315016,5.0,5
210,-15.360483169555664,-8.079233169555664,-0.0011079132091253996,-7.141732692718506,-12.844858169555664,1.0,3
211,-11.790753364562988,-11.025128364562988,-4.9626288414001465,-0.056378837674856186,-3.0407538414001465,4.0,4
212,-13.789355278015137,-12.205549240112305,-5.202708721160889,-0.01805056817829609,-4.3930487632751465,4.0,4
213,-12.381597518920898,-12.814836502075195,-10.613131523132324,-1.110290288925171,-0.40006428956985474,5.0,5
214,-11.403728485107422,-11.575603485107422,-7.458415985107422,-0.8177908658981323,-0.5834158658981323,4.0,5
215,-8.813664436340332,-0.0011648305226117373,-6.90741491317749,-11.313664436340332,-14.368351936340332,3.0,2
216,-16.654386520385742,-13.130949020385742,-5.130949020385742,-0.005948815029114485,-11.068449020385742,3.0,4
217,-0.01388897281140089,-4.295138835906982,-8.82638931274414,-12.64670181274414,-12.24045181274414,3.0,1
218,-0.02133934386074543,-3.8650894165039062,-8.958839416503906,-12.646339416503906,-13.833839416503906,1.0,1
219,-14.959206581115723,-11.146706581115723,-3.1232690811157227,-0.04514418914914131,-9.404519081115723,4.0,4
220,-13.368402481079102,-13.157464981079102,-9.141839981079102,-1.094964861869812,-0.407464861869812,4.0,5
221,-15.067420959472656,-16.114295959472656,-13.684608459472656,-3.8955459594726562,-0.020545871928334236,4.0,5
222,-13.071528434753418,-14.23630142211914,-12.531755447387695,-5.713573455810547,-0.0033475097734481096,4.0,5
223,-9.407150268554688,-1.5520379543304443,-0.24521996080875397,-5.202606201171875,-10.543514251708984,3.0,3
224,-15.474355697631836,-11.724355697631836,-2.974355697631836,-0.052480604499578476,-10.599355697631836,4.0,4
225,-15.519619941711426,-15.082119941711426,-11.261807441711426,-0.0743071436882019,-2.6368072032928467,3.0,4
226,-13.484196662902832,-4.913883686065674,-0.054508838802576065,-3.085758924484253,-11.999821662902832,4.0,3
227,-12.64871597290039,-4.929965972900391,-0.08621611446142197,-2.5862162113189697,-10.21121597290039,4.0,3
228,-16.748519897460938,-13.247810363769531,-5.4587483406066895,-0.005623236298561096,-6.6149983406066895,3.0,4
229,-14.21859073638916,-14.65609073638916,-11.17952823638916,-2.085777759552002,-0.13265277445316315,4.0,5
230,-14.734716415405273,-15.281591415405273,-12.518807411193848,-2.550056219100952,-0.08130618929862976,4.0,5
231,-13.969144821166992,-12.243291854858398,-7.165167331695557,-0.006075604353100061,-5.275963306427002,1.0,4
232,-14.677653312683105,-14.076090812683105,-9.099528312683105,-0.037028491497039795,-3.3182785511016846,3.0,4
233,-14.646491050720215,-15.248053550720215,-13.201178550720215,-3.544928789138794,-0.029303887858986855,4.0,5
234,-14.341902732849121,-15.146590232849121,-12.771590232849121,-3.1231529712677,-0.045027956366539,4.0,5
235,-0.5028766393661499,-0.9403766393661499,-5.3622517585754395,-10.362251281738281,-13.276313781738281,2.0,1
236,-12.971602439880371,-3.127851963043213,-0.049727004021406174,-5.362226963043213,-12.455977439880371,4.0,3
237,-10.007630348205566,-2.1738243103027344,-0.14257431030273438,-3.9635963439941406,-10.107062339782715,5.0,3
238,-14.263218879699707,-10.091343879699707,-1.575718641281128,-0.23196861147880554,-9.919468879699707,3.0,4
239,-15.279934883117676,-9.779934883117676,-0.6549351215362549,-0.7330601215362549,-10.889309883117676,4.0,3
240,-13.50127124786377,-14.218600273132324,-12.805248260498047,-4.978545665740967,-0.0069535644724965096,4.0,5
241,-11.470023155212402,-11.171727180480957,-6.796727657318115,-0.17740985751152039,-1.8251359462738037,4.0,4
242,-11.481120109558105,-12.106120109558105,-11.182825088500977,-5.628848075866699,-0.0038481722585856915,4.0,5
243,-15.65787410736084,-13.01724910736084,-4.681312084197998,-0.00943688116967678,-9.08756160736084,4.0,4
244,-12.229642868041992,-12.776517868041992,-11.46969985961914,-4.303505897521973,-0.013733774423599243,5.0,5
245,-13.62292766571045,-12.522074699401855,-8.516393661499023,-0.06468988209962845,-2.7777578830718994,5.0,4
246,-13.175663948059082,-5.931345462799072,-0.046402402222156525,-3.1557774543762207,-9.890151977539062,5.0,3
247,-10.771135330200195,-10.247697830200195,-6.200822830200195,-0.341448038816452,-1.2476980686187744,5.0,4
248,-14.547791481018066,-15.305603981018066,-13.204041481018066,-3.7274789810180664,-0.024353977292776108,4.0,5
249,-15.213664054870605,-13.174601554870605,-5.9871015548706055,-0.002726648934185505,-8.518351554870605,5.0,4
250,-13.636075019836426,-13.849143028259277,-10.340620994567871,-0.7667582035064697,-0.6247122287750244,5.0,5
251,-14.45879077911377,-9.167598724365234,-0.6448705792427063,-0.7443025708198547,-10.545438766479492,5.0,3
252,-13.576568603515625,-14.315204620361328,-12.369182586669922,-2.3194668292999268,-0.10355885326862335,4.0,5
253,-14.113104820251465,-6.229581832885742,-0.022195732221007347,-3.9142417907714844,-11.840376853942871,3.0,3
