ID,Category,Better,img_ok,score1,o1_lp1,o1_lp2,o1_lp3,o1_lp4,o1_lp5,score2,o2_lp1,o2_lp2,o2_lp3,o2_lp4,o2_lp5
nocaps_7834,open_generation/correctness_task,Output2,1,4,-18.02644,-16.90429,-10.22815,-0.0094,-4.68127,4,-16.20717,-15.88757,-10.73842,-0.0353,-3.36342
visitbench_429,open_generation/correctness_task,Output1,1,4,-13.20257,-11.74944,-7.05413,-0.05413,-2.96038,4,-13.46407,-10.69845,-4.6672,-0.01095,-6.5422
nocaps_4966,open_generation/correctness_task,Output1,1,5,-14.11333,-14.95708,-12.63677,-4.44927,-0.01177,4,-16.86321,-16.8135,-11.90441,-0.13878,-2.04503
nocaps_9629,open_generation/correctness_task,Output2,1,4,-16.2924,-14.97209,-9.28459,-0.00334,-5.75334,4,-14.87621,-14.80589,-11.02464,-0.02464,-3.72777
nocaps_9956,open_generation/correctness_task,Output2,1,4,-15.17929,-14.81707,-10.02304,-0.02304,-3.81991,4,-17.44613,-16.65777,-10.70181,-0.01431,-4.26431
nocaps_15008,open_generation/correctness_task,Output2,1,4,-17.28683,-15.92319,-8.67603,-0.00416,-5.56666,5,-13.53277,-15.03277,-13.26714,-6.50152,-0.00152
visitbench_490,open_generation/correctness_task,Output2,1,5,-16.89371,-17.51161,-15.77866,-6.39656,-0.00167,4,-17.08237,-11.52839,-3.31816,-0.03691,-12.14629
nocaps_13635,open_generation/correctness_task,Output1,1,4,-16.10754,-16.49817,-11.89447,-0.12885,-2.11322,5,-11.38939,-12.76013,-10.89223,-4.48598,-0.01155
nocaps_12553,open_generation/correctness_task,Output2,1,4,-14.22094,-13.27563,-8.43188,-0.01,-4.65063,5,-15.68619,-17.16347,-14.12512,-9.08818,-0.00012
visitbench_10,open_generation/correctness_task,Output2,1,4,-15.2507,-10.47726,-1.97726,-0.14913,-11.13351,4,-15.8146,-12.6896,-4.04897,-0.01772,-9.84585
nocaps_4960,open_generation/correctness_task,Output2,1,4,-15.7004,-14.05267,-7.08108,-0.00296,-7.26858,5,-15.4085,-16.00509,-12.4291,-0.74941,-0.64004
nocaps_9717,open_generation/correctness_task,Output2,1,4,-15.60413,-15.57572,-12.52174,-0.07004,-2.69504,4,-17.03643,-16.73104,-13.28643,-0.01939,-3.95689
nocaps_10899,open_generation/correctness_task,Output2,1,5,-12.53417,-13.39354,-10.29198,-2.65135,-0.07323,5,-12.19823,-13.24937,-11.41698,-3.26357,-0.03914
nocaps_14020,open_generation/correctness_task,Output2,1,5,-13.98141,-14.64903,-12.78823,-4.00982,-0.01835,4,-14.23925,-13.84082,-9.87207,-0.02832,-3.59082
nocaps_6423,open_generation/correctness_task,Output1,1,4,-13.63937,-11.97744,-6.58681,-0.02431,-5.38511,5,-14.68093,-14.79457,-9.77468,-1.65537,-0.21218
visitbench_194,open_generation/correctness_task,Output1,1,5,-14.15412,-14.31818,-11.21662,-1.85725,-0.16975,4,-15.97173,-14.21392,-7.98735,-0.00298,-5.94048
visitbench_346,open_generation/correctness_task,Output1,1,2,-11.0288,-0.0913,-2.45209,-6.82709,-12.12255,3,-10.52327,-1.88691,-0.16816,-5.77895,-9.49486
nocaps_5256,open_generation/correctness_task,Output2,1,4,-17.46219,-15.74344,-9.78251,-0.00126,-6.79813,4,-15.1864,-14.24109,-9.83484,-0.02234,-3.81922
visitbench_410,open_generation/correctness_task,Output2,1,5,-13.61175,-14.7126,-13.143,-5.58618,-0.00379,5,-13.67209,-14.26584,-11.63302,-2.9299,-0.0549
nocaps_9338,open_generation/correctness_task,Output2,1,4,-15.6024,-14.31334,-8.39927,-0.00865,-4.7899,4,-17.29865,-16.59553,-10.59695,-0.01882,-3.98757
visitbench_253,open_generation/correctness_task,Output1,1,4,-15.54474,-15.45241,-12.35582,-0.44531,-1.02343,4,-16.84998,-15.52895,-8.68947,-0.00197,-6.53322
visitbench_410,open_generation/correctness_task,Output1,1,5,-13.19306,-14.49988,-12.81664,-5.5013,-0.00414,5,-15.90778,-16.83818,-14.15352,-1.76574,-0.18761
nocaps_11377,open_generation/correctness_task,Output2,1,4,-14.67451,-13.36201,-7.62763,-0.00263,-6.36201,4,-13.16093,-13.49687,-10.34843,-0.12968,-2.11405
visitbench_125,open_generation/correctness_task,Output1,1,4,-16.25868,-14.42274,-8.37586,-0.00086,-7.37586,4,-14.10445,-12.95601,-8.58883,-0.04195,-3.1982
nocaps_6818,open_generation/correctness_task,Output1,1,5,-14.08141,-15.23766,-13.16735,-5.72203,-0.00329,4,-17.6878,-16.32416,-11.17501,-0.00172,-6.51734
nocaps_9174,open_generation/correctness_task,Output2,1,4,-16.39158,-14.50877,-8.04783,-0.00096,-7.70408,4,-17.34844,-15.74333,-10.16094,-0.00185,-6.5331
visitbench_69,open_generation/correctness_task,Output2,1,5,-15.06531,-16.04969,-13.33094,-4.00281,-0.01844,5,-14.3193,-15.09274,-12.33492,-3.28805,-0.03805
nocaps_8561,open_generation/correctness_task,Output2,1,2,-7.13198,-0.14334,-2.03254,-6.38482,-11.10357,5,-12.8203,-14.3899,-13.00496,-7.38706,-0.0007
nocaps_13185,open_generation/correctness_task,Output2,1,4,-15.9536,-14.93797,-8.55019,-0.00332,-5.98769,4,-16.84786,-15.56235,-8.8294,-0.00127,-7.2669
visitbench_83,open_generation/correctness_task,Output2,1,4,-17.7503,-15.17217,-8.30427,-0.00029,-11.8412,5,-12.84072,-13.52964,-11.00834,-0.96004,-0.48277
nocaps_5096,open_generation/correctness_task,Output1,1,4,-16.08558,-15.07705,-10.2333,-0.00603,-5.19353,4,-16.07063,-14.99818,-10.72262,-0.00671,-5.14733
visitbench_232,open_generation/correctness_task,Output2,1,5,-15.15089,-16.99038,-15.50601,-8.0472,-0.00032,5,-13.46888,-15.52357,-14.18763,-8.95326,-0.00013
nocaps_9584,open_generation/correctness_task,Output2,1,4,-17.18468,-15.55826,-7.86082,-0.00144,-7.64207,4,-16.47187,-15.46406,-10.59687,-0.00312,-5.79999
nocaps_4646,open_generation/correctness_task,Output1,1,4,-17.31543,-16.06543,-9.5981,-0.00435,-5.48873,4,-17.27474,-16.64264,-10.52759,-0.02759,-3.60571
nocaps_4898,open_generation/correctness_task,Output1,1,4,-18.04686,-16.84657,-11.78265,-0.0014,-6.61078,4,-16.55996,-15.97047,-12.27729,-0.02303,-3.78865
nocaps_8508,open_generation/correctness_task,Output1,1,4,-16.3933,-15.18591,-8.97427,-0.00552,-5.31802,4,-14.70111,-14.17767,-9.79486,-0.01361,-4.32611
nocaps_9672,open_generation/correctness_task,Output2,1,4,-13.59294,-13.88981,-10.72575,-0.22575,-1.60075,4,-15.28916,-13.13717,-6.60308,-0.00507,-8.58319
visitbench_119,open_generation/correctness_task,Output1,1,5,-11.24958,-12.49958,-10.84475,-5.03509,-0.00668,4,-17.62782,-16.51276,-8.84515,-0.0014,-6.70452
nocaps_8529,open_generation/correctness_task,Output2,1,4,-16.94477,-15.155,-7.76722,-0.00159,-7.42347,4,-17.36211,-15.4516,-9.48569,-0.00132,-6.79819
nocaps_9855,open_generation/correctness_task,Output2,1,4,-15.96532,-15.97953,-10.97101,-0.03351,-3.42413,4,-17.51735,-15.67076,-8.09548,-0.00173,-6.70485
visitbench_93,open_generation/correctness_task,Output1,1,4,-17.23561,-14.54029,-6.76686,-0.00123,-9.53248,4,-16.60074,-16.03256,-11.89903,-0.05244,-2.97432
nocaps_5453,open_generation/correctness_task,Output1,1,5,-13.49727,-14.32539,-11.67695,-0.88008,-0.53633,4,-15.59134,-15.41378,-10.1652,-0.05582,-2.93082
visitbench_36,open_generation/correctness_task,Output1,1,5,-14.07586,-15.24774,-13.69944,-6.22075,-0.002,4,-16.81344,-14.50094,-7.01656,-0.00094,-10.21969
visitbench_568,open_generation/correctness_task,Output2,1,4,-13.80415,-13.48384,-11.09677,-0.0229,-3.80415,4,-15.34561,-11.82217,-6.40811,-0.00186,-9.03311
nocaps_7470,open_generation/correctness_task,Output2,1,4,-18.11447,-16.6585,-9.7835,-0.00225,-6.20537,5,-13.40658,-15.20346,-13.69564,-8.03158,-0.00033
visitbench_34,open_generation/correctness_task,Output1,1,4,-15.6785,-14.20975,-8.9285,-0.00663,-5.0535,4,-13.59403,-12.27372,-6.73466,-0.03153,-3.51591
nocaps_13899,open_generation/correctness_task,Output2,1,4,-16.49402,-14.2426,-5.83209,-0.00397,-8.33209,4,-17.35014,-17.14417,-11.98792,-0.09729,-2.37854
nocaps_5947,open_generation/correctness_task,Output1,1,4,-16.19518,-15.19375,-8.52046,-0.00483,-5.59858,4,-15.96706,-13.05512,-5.59774,-0.00541,-9.34916
visitbench_247,open_generation/correctness_task,Output1,1,5,-12.56693,-13.24165,-11.15358,-3.11381,-0.04563,2,-8.12508,-0.26996,-1.44894,-6.52849,-12.1613
visitbench_322,open_generation/correctness_task,Output1,1,5,-14.82952,-16.54117,-13.03406,-4.00281,-0.01844,3,-14.15685,-4.63128,-0.13128,-2.17816,-10.92816
nocaps_13142,open_generation/correctness_task,Output1,1,4,-14.25917,-13.81173,-8.25633,-0.13275,-2.11571,4,-13.1752,-12.21639,-8.06156,-0.0786,-2.70787
visitbench_320,open_generation/correctness_task,Output2,1,4,-13.25809,-10.23252,-3.57059,-0.03366,-6.63025,4,-12.24142,-9.10861,-4.17111,-0.03048,-4.24923
