ID,Category,Better,img_ok,score1,o1_lp1,o1_lp2,o1_lp3,o1_lp4,o1_lp5,score2,o2_lp1,o2_lp2,o2_lp3,o2_lp4,o2_lp5
nocaps_11416,open_generation/correctness_task,Output1,1,4,-15.29669,-15.75123,-11.26686,-0.09498,-2.4231,5,-17.05266,-18.4305,-15.12013,-5.83107,-0.00294
nocaps_10370,open_generation/correctness_task,Output1,1,4,-17.23646,-16.61857,-10.90124,-0.01061,-4.55749,4,-15.68619,-16.16914,-11.59102,-0.09102,-2.45039
nocaps_11562,open_generation/correctness_task,Output2,1,4,-17.15564,-15.71388,-10.38718,-0.00223,-6.17411,4,-14.03603,-14.61415,-11.7079,-0.53603,-0.87978
nocaps_5017,open_generation/correctness_task,Output1,1,4,-16.20009,-14.71571,-7.69014,-0.00264,-6.76827,4,-14.38855,-14.58387,-11.31043,-0.06043,-2.84168
visitbench_223,open_generation/correctness_task,Output1,1,4,-14.62992,-13.16898,-7.80179,-0.00492,-5.47367,4,-15.32225,-13.93943,-8.84568,-0.00193,-6.39256
nocaps_11595,open_generation/correctness_task,Output1,1,4,-17.06232,-16.25977,-10.39329,-0.01829,-4.01829,4,-16.66972,-14.37853,-9.72228,-0.00353,-5.84728
nocaps_6323,open_generation/correctness_task,Output2,1,5,-16.83638,-18.10769,-14.58212,-3.94149,-0.01962,4,-15.06802,-14.81021,-11.46646,-0.06021,-2.84146
nocaps_6270,open_generation/correctness_task,Output2,1,4,-17.81889,-16.12144,-9.26633,-0.0007,-7.64133,5,-13.6721,-15.82835,-14.36741,-8.46897,-0.00022
nocaps_11751,open_generation/correctness_task,Output1,1,5,-13.56289,-14.66445,-12.53945,-2.33633,-0.10195,4,-18.1397,-15.97351,-9.66669,-0.0005,-8.07862
nocaps_11440,open_generation/correctness_task,Output2,1,4,-14.55064,-13.85533,-9.19127,-0.00377,-5.72252,4,-16.67021,-15.6901,-9.5026,-0.0026,-6.01822
nocaps_6397,open_generation/correctness_task,Output1,1,4,-15.1488,-14.87537,-10.93787,-0.01599,-4.15662,4,-17.17003,-15.5081,-9.99674,-0.00242,-7.78367
visitbench_117,open_generation/correctness_task,Output1,1,5,-13.7813,-16.14849,-14.85162,-9.87505,-5e-05,4,-17.65594,-15.369,-7.03235,-0.0011,-8.48548
nocaps_11032,open_generation/correctness_task,Output2,1,4,-15.69931,-13.48838,-6.83213,-0.004,-5.879,5,-13.64997,-15.14997,-13.61091,-6.48591,-0.00154
nocaps_11998,open_generation/correctness_task,Output1,1,4,-15.42473,-14.84661,-10.69817,-0.05754,-2.88567,4,-16.78964,-15.13481,-7.75129,-0.00129,-7.98566
visitbench_128,open_generation/correctness_task,Output2,1,5,-12.64472,-13.5325,-11.72853,-4.64046,-0.00978,5,-12.7992,-13.83614,-11.97534,-4.83756,-0.00801
visitbench_14,open_generation/correctness_task,Output1,1,4,-15.24129,-12.18731,-4.3322,-0.01401,-8.90606,4,-15.43134,-10.50947,-3.33617,-0.03646,-9.34896
nocaps_6673,open_generation/correctness_task,Output1,1,4,-13.44528,-14.00778,-11.27341,-0.64059,-0.74997,5,-14.33657,-16.03969,-14.12563,-7.37563,-0.00063
nocaps_11551,open_generation/correctness_task,Output1,1,5,-13.80734,-14.86984,-12.63547,-3.19797,-0.04172,5,-14.09703,-15.3861,-13.28453,-5.72203,-0.00328
visitbench_491,open_generation/correctness_task,Output1,1,4,-15.29883,-15.75338,-12.26616,-0.37696,-1.15821,4,-15.06254,-15.50288,-12.20743,-0.5043,-0.92618
visitbench_333,open_generation/correctness_task,Output2,1,2,-4.9091,-0.10796,-2.36648,-6.81393,-11.78268,5,-14.33935,-15.62841,-12.97998,-4.4956,-0.01123
nocaps_11556,open_generation/correctness_task,Output1,1,4,-15.50633,-14.81102,-10.64695,-0.02195,-3.83445,4,-14.47802,-13.98583,-9.92333,-0.06396,-2.78271
visitbench_323,open_generation/correctness_task,Output1,1,4,-15.70591,-14.98858,-9.01983,-0.05108,-3.00421,5,-12.10634,-13.78248,-12.16316,-5.52964,-0.00407
nocaps_9371,open_generation/correctness_task,Output1,1,4,-15.585,-15.16597,-11.16739,-0.01114,-4.57364,4,-13.97247,-13.40215,-9.36309,-0.01934,-3.98809
nocaps_13964,open_generation/correctness_task,Output2,1,4,-15.97894,-15.88661,-12.56275,-0.07554,-2.62241,5,-14.69854,-15.53447,-13.01885,-3.01885,-0.0501
nocaps_11369,open_generation/correctness_task,Output2,1,4,-16.48386,-16.59749,-11.77079,-0.11454,-2.22391,4,-16.97802,-15.94819,-9.11722,-0.00785,-4.9141
visitbench_140,open_generation/correctness_task,Output2,1,2,-11.58526,-0.00856,-4.82106,-8.11793,-10.69606,4,-14.20241,-13.17968,-8.64133,-0.00497,-5.64417
nocaps_13445,open_generation/correctness_task,Output1,1,5,-12.48459,-14.81272,-13.62522,-8.57834,-0.00022,4,-14.44601,-14.83663,-11.50851,-0.10226,-2.33663
nocaps_13926,open_generation/correctness_task,Output1,1,4,-14.62607,-15.08772,-11.32351,-0.51101,-0.91726,4,-15.55646,-15.0593,-11.08203,-0.02521,-3.72834
nocaps_14789,open_generation/correctness_task,Output1,1,5,-13.2344,-16.70173,-13.91409,-10.9702,-3e-05,4,-18.01099,-16.40587,-8.86042,-0.00104,-7.36042
nocaps_7857,open_generation/correctness_task,Output2,1,5,-9.26578,-12.92203,-12.00016,-10.06266,-0.00016,4,-15.96636,-16.65528,-12.4763,-0.52317,-0.89817
nocaps_12801,open_generation/correctness_task,Output2,1,4,-16.66658,-16.48192,-11.77311,-0.03873,-3.27311,5,-16.72806,-18.56044,-15.47735,-7.15703,-0.00078
nocaps_6407,open_generation/correctness_task,Output2,1,5,-13.04513,-13.52808,-11.82495,-5.24683,-0.00535,5,-12.10356,-12.7108,-11.57799,-6.76549,-0.00128
nocaps_7355,open_generation/correctness_task,Output1,1,4,-11.60328,-12.77942,-7.49391,-0.27942,-1.44703,4,-14.81483,-13.13159,-7.5492,-0.02079,-4.23386
nocaps_13672,open_generation/correctness_task,Output2,1,4,-17.07337,-16.77508,-11.45263,-0.01513,-4.20263,4,-17.79806,-16.08641,-10.58215,-0.00118,-6.82931
nocaps_6895,open_generation/correctness_task,Output1,1,4,-15.2092,-14.40239,-11.37114,-0.29301,-1.37114,4,-16.06167,-14.78326,-7.79889,-0.00201,-6.86139
visitbench_501,open_generation/correctness_task,Output1,1,4,-13.79023,-12.75116,-7.20429,-0.01679,-4.14179,4,-15.05013,-13.472,-7.19075,-0.00325,-6.01888
nocaps_10684,open_generation/correctness_task,Output2,1,5,-13.83949,-15.21449,-13.33168,-5.64418,-0.00355,4,-16.04789,-16.53795,-12.08624,-0.30499,-1.33624
nocaps_10072,open_generation/correctness_task,Output1,1,4,-16.75268,-15.33223,-10.22569,-0.00126,-7.01689,4,-16.96762,-15.88807,-9.08125,-0.00313,-5.94063
nocaps_7948,open_generation/correctness_task,Output1,1,5,-15.98766,-17.32289,-14.2405,-5.09987,-0.00612,5,-13.58227,-14.61352,-12.66821,-3.60571,-0.02758
visitbench_570,open_generation/correctness_task,Output2,1,4,-15.67564,-13.22252,-6.06627,-0.00377,-6.56627,5,-15.32595,-15.71657,-12.52765,-0.82595,-0.57595
visitbench_350,open_generation/correctness_task,Output2,1,5,-14.09226,-14.57521,-11.4005,-1.16896,-0.37209,5,-13.91623,-13.92333,-10.23441,-2.03128,-0.14066
visitbench_142,open_generation/correctness_task,Output2,1,5,-12.65808,-13.50964,-10.42371,-2.25183,-0.11121,5,-11.70517,-12.68955,-9.54892,-2.56455,-0.08017
nocaps_12267,open_generation/correctness_task,Output1,1,5,-17.0672,-18.28879,-14.81081,-5.09987,-0.00612,4,-16.97167,-16.66627,-11.5086,-0.11797,-2.1961
visitbench_369,open_generation/correctness_task,Output2,1,5,-15.72151,-17.01058,-15.03401,-5.89339,-0.00276,4,-15.7667,-14.30576,-8.11045,-0.00108,-7.18858
nocaps_14169,open_generation/correctness_task,Output1,1,5,-14.32805,-15.4218,-12.95305,-4.1718,-0.01555,4,-15.95062,-15.17648,-9.05716,-0.01028,-4.60403
nocaps_7894,open_generation/correctness_task,Output1,1,4,-17.09366,-16.34792,-10.71155,-0.00843,-4.78968,4,-14.72568,-14.9913,-11.4288,-0.1163,-2.21005
nocaps_8567,open_generation/correctness_task,Output1,1,4,-17.13954,-16.72761,-11.34551,-0.04863,-3.04863,5,-13.14808,-14.27734,-13.14097,-6.36541,-0.00177
visitbench_282,open_generation/correctness_task,Output2,1,4,-17.84426,-15.22352,-8.05023,-0.00051,-8.65676,5,-13.48,-15.355,-13.2925,-5.67532,-0.00344
nocaps_14700,open_generation/correctness_task,Output2,1,5,-12.69654,-14.47779,-12.97779,-6.71998,-0.00123,5,-15.64917,-16.59377,-14.69747,-6.54406,-0.00144
nocaps_6168,open_generation/correctness_task,Output2,1,5,-13.89538,-15.27322,-13.51896,-5.71356,-0.00334,5,-13.87278,-14.93812,-13.46085,-6.20943,-0.00204
nocaps_14976,open_generation/correctness_task,Output2,1,4,-16.30296,-15.84131,-10.50608,-0.00608,-5.14671,4,-15.18349,-14.47255,-10.35536,-0.02724,-3.62099
nocaps_11986,open_generation/correctness_task,Output2,1,4,-15.45094,-15.06813,-11.33375,-0.0525,-2.97438,5,-12.78216,-13.76227,-12.15006,-5.28926,-0.00517
visitbench_300,open_generation/correctness_task,Output2,1,4,-14.69491,-11.27872,-2.09974,-0.13099,-10.00031,4,-15.11703,-11.12555,-3.98067,-0.01902,-9.61277
nocaps_10963,open_generation/correctness_task,Output1,1,4,-15.89016,-14.89016,-10.07766,-0.03078,-3.49953,4,-15.08284,-12.65386,-6.11267,-0.00471,-6.92659
nocaps_5638,open_generation/correctness_task,Output2,1,4,-17.54916,-15.53211,-9.71535,-0.00087,-7.20399,4,-16.22173,-15.73878,-10.60099,-0.05412,-2.94474
visitbench_521,open_generation/correctness_task,Output1,1,5,-14.06685,-14.7856,-12.0981,-2.73872,-0.06685,5,-13.88014,-14.40358,-11.55202,-2.22389,-0.11452
nocaps_9702,open_generation/correctness_task,Output2,1,4,-15.81389,-14.10295,-8.29826,-0.00139,-7.37639,4,-16.23895,-15.81992,-10.60259,-0.00884,-4.74321
nocaps_7221,open_generation/correctness_task,Output2,1,5,-14.25843,-15.90686,-14.18811,-7.40686,-0.00061,4,-16.53428,-15.56837,-11.65502,-0.01297,-4.37235
nocaps_9418,open_generation/correctness_task,Output2,1,4,-13.94447,-13.65541,-10.3351,-0.11635,-2.2101,5,-9.12901,-8.50401,-5.66026,-2.03526,-0.14464
nocaps_7981,open_generation/correctness_task,Output2,1,5,-14.44637,-16.14168,-14.10262,-6.86043,-0.00105,4,-12.46171,-13.21171,-10.1414,-0.34452,-1.23515
nocaps_10519,open_generation/correctness_task,Output2,1,4,-16.23651,-15.93821,-10.82315,-0.05753,-2.88565,5,-14.29179,-15.56522,-13.47929,-5.90897,-0.00272
nocaps_13971,open_generation/correctness_task,Output1,1,5,-13.98647,-15.26772,-13.35365,-6.17397,-0.00209,4,-15.50823,-15.94147,-11.56931,-0.33493,-1.25681
nocaps_12132,open_generation/correctness_task,Output1,1,5,-14.10053,-14.45991,-11.52241,-1.25678,-0.33491,5,-14.46162,-16.02412,-14.20381,-7.29756,-0.00068
nocaps_10116,open_generation/correctness_task,Output1,1,4,-15.88936,-15.74731,-11.16208,-0.13083,-2.09958,4,-18.18604,-16.72297,-10.06388,-0.00138,-6.70451
nocaps_5177,open_generation/correctness_task,Output2,1,4,-15.76451,-15.18212,-10.77871,-0.00883,-4.85258,4,-13.92078,-11.38527,-4.82987,-0.01453,-5.66368
nocaps_11182,open_generation/correctness_task,Output2,1,4,-16.3478,-15.24623,-9.05092,-0.00405,-5.55092,5,-15.78451,-16.89957,-12.99616,-1.41804,-0.27741
visitbench_452,open_generation/correctness_task,Output2,1,3,-10.61344,-1.16031,-0.37906,-6.17594,-12.91813,5,-13.19755,-13.24443,-9.74443,-1.65068,-0.21318
nocaps_11597,open_generation/correctness_task,Output1,1,4,-17.11087,-15.83956,-11.11655,-0.00433,-5.56683,4,-13.25021,-12.11385,-5.79566,-0.01868,-4.90504
nocaps_5886,open_generation/correctness_task,Output2,1,4,-16.41585,-15.79796,-9.89171,-0.01671,-4.11046,4,-18.14728,-16.93989,-10.64444,-0.00381,-5.61319
visitbench_496,open_generation/correctness_task,Output2,1,4,-15.79823,-14.14979,-8.23573,-0.00135,-6.86073,4,-15.01146,-13.64427,-8.37865,-0.00365,-5.70677
nocaps_6564,open_generation/correctness_task,Output1,1,4,-18.01239,-15.43213,-10.00244,-0.00244,-6.08057,4,-18.03187,-17.00204,-12.4992,-0.00488,-5.34863
visitbench_322,open_generation/correctness_task,Output2,1,2,-4.95444,-0.18171,-1.84365,-7.14194,-10.82589,4,-15.89545,-15.85284,-11.29886,-0.37698,-1.15823
visitbench_15,open_generation/correctness_task,Output1,1,4,-13.12662,-12.36667,-8.61667,-0.52008,-0.90361,5,-12.4859,-13.31687,-11.51289,-4.95039,-0.00721
visitbench_470,open_generation/correctness_task,Output2,1,5,-12.36914,-13.21431,-11.20437,-2.72426,-0.06801,5,-11.98547,-13.19285,-11.08348,-4.02382,-0.01814
nocaps_6077,open_generation/correctness_task,Output1,1,4,-17.18947,-15.80452,-9.42384,-0.00197,-6.37697,4,-16.02596,-15.62823,-10.38959,-0.04584,-3.10834
visitbench_527,open_generation/correctness_task,Output2,1,4,-12.76243,-11.31357,-6.08629,-0.02095,-3.99822,5,-10.45506,-11.30662,-8.68943,-3.04881,-0.04881
nocaps_14795,open_generation/correctness_task,Output1,1,4,-13.25042,-12.42656,-6.16945,-0.0544,-3.59133,4,-16.62575,-14.36794,-7.89137,-0.00075,-8.50075
nocaps_13671,open_generation/correctness_task,Output2,1,4,-13.92368,-13.53305,-9.57212,-0.02524,-3.71274,4,-16.58556,-15.47619,-10.60119,-0.00744,-4.92931
visitbench_247,open_generation/correctness_task,Output2,1,4,-13.3347,-8.21751,-1.28001,-0.32689,-9.29564,4,-15.30803,-13.21996,-7.28956,-0.00263,-6.60774
visitbench_231,open_generation/correctness_task,Output1,1,4,-16.08991,-15.60696,-9.91662,-0.02599,-3.66662,4,-17.17337,-15.68899,-8.48729,-0.00291,-5.95604
nocaps_6717,open_generation/correctness_task,Output1,1,4,-14.46029,-15.3154,-12.35376,-0.08529,-2.50717,4,-15.63484,-13.7989,-7.4864,-0.00203,-7.81453
nocaps_12361,open_generation/correctness_task,Output1,1,4,-17.44067,-16.6026,-10.52448,-0.00885,-4.74323,4,-17.73243,-16.24096,-9.33044,-0.00232,-6.20544
nocaps_5347,open_generation/correctness_task,Output1,1,4,-16.63686,-16.00475,-10.92237,-0.03174,-3.46924,4,-16.69531,-15.81463,-9.56605,-0.00355,-5.7848
nocaps_4792,open_generation/correctness_task,Output1,1,4,-16.01009,-15.21464,-9.67628,-0.02003,-3.98878,4,-17.80134,-16.59396,-9.75163,-0.00163,-6.59538
visitbench_414,open_generation/correctness_task,Output1,1,5,-14.36222,-15.57671,-14.05682,-6.56393,-0.00143,4,-16.05826,-15.72446,-11.60514,-0.15343,-1.95031
nocaps_13502,open_generation/correctness_task,Output1,1,4,-17.75485,-16.53326,-9.98781,-0.00343,-5.76906,5,-12.3866,-14.5741,-13.27439,-9.11956,-0.00024
nocaps_10553,open_generation/correctness_task,Output1,1,4,-16.38032,-15.25106,-10.89737,-0.0039,-5.80078,4,-14.61971,-13.11189,-8.19002,-0.00252,-6.76814
nocaps_4783,open_generation/correctness_task,Output1,1,5,-14.22613,-15.28082,-12.88238,-4.91363,-0.00738,5,-12.89602,-13.70071,-10.78664,-2.72414,-0.06789
visitbench_437,open_generation/correctness_task,Output1,1,2,-8.64826,-0.33576,-1.25764,-7.25764,-13.57014,2,-7.42382,-0.31445,-1.31445,-7.45507,-13.0332
visitbench_546,open_generation/correctness_task,Output1,1,5,-10.4542,-11.86826,-9.03232,-4.11045,-0.0167,1,-0.04771,-3.07896,-7.50083,-11.83677,-11.53209
visitbench_162,open_generation/correctness_task,Output2,1,4,-14.00864,-14.0477,-10.77427,-0.11801,-2.19614,5,-13.1307,-13.67758,-10.98226,-1.85726,-0.16976
visitbench_261,open_generation/correctness_task,Output2,1,2,-1.45827,-0.36452,-2.62446,-8.28071,-11.96821,4,-15.82256,-14.26006,-7.89288,-0.00225,-6.29913
nocaps_4997,open_generation/correctness_task,Output1,1,5,-13.98091,-15.35591,-13.54341,-5.44185,-0.00435,4,-17.11942,-15.92411,-10.51786,-0.00224,-6.15849
visitbench_61,open_generation/correctness_task,Output2,1,4,-8.1298,-4.98918,-1.0673,-0.47355,-3.64543,4,-14.89788,-12.101,-4.99163,-0.00725,-8.2885
visitbench_93,open_generation/correctness_task,Output1,1,4,-16.36813,-14.68844,-8.43844,-0.00094,-7.26657,4,-16.76657,-15.79001,-10.5947,-0.01658,-4.11033
nocaps_13064,open_generation/correctness_task,Output1,1,4,-13.3803,-14.01311,-11.09905,-0.3178,-1.30218,5,-14.04004,-15.75098,-13.90723,-6.93848,-0.00098
visitbench_440,open_generation/correctness_task,Output1,1,5,-11.2808,-12.0933,-9.24955,-3.49955,-0.0308,5,-10.24625,-10.69937,-7.69156,-2.37906,-0.09781
nocaps_8123,open_generation/correctness_task,Output2,1,5,-12.94382,-13.40476,-10.35007,-1.9907,-0.14695,5,-12.94432,-13.82714,-11.48339,-4.23339,-0.01464
nocaps_11306,open_generation/correctness_task,Output2,1,4,-16.6918,-16.30828,-10.86083,-0.00146,-6.59237,5,-11.72343,-14.68934,-11.55937,-4.14531,-0.01605
visitbench_67,open_generation/correctness_task,Output1,1,4,-16.54945,-15.44789,-9.25258,-0.00258,-6.00258,4,-15.67328,-15.01703,-10.10297,-0.00922,-4.69672
visitbench_504,open_generation/correctness_task,Output1,1,5,-13.13159,-13.88159,-11.24096,-3.81909,-0.02221,3,-9.75635,-1.63135,-0.2251,-5.14698,-11.13135
nocaps_6786,open_generation/correctness_task,Output1,1,5,-14.13369,-15.77431,-14.03213,-7.04775,-0.00088,4,-15.61259,-15.3285,-10.21628,-0.01316,-4.35691
nocaps_9625,open_generation/correctness_task,Output2,1,4,-18.10464,-16.81913,-10.37879,-0.00379,-5.66004,4,-15.89947,-16.23327,-11.77873,-0.23185,-1.5756
nocaps_10157,open_generation/correctness_task,Output2,1,4,-15.45121,-14.93275,-11.44553,-0.02082,-3.94269,4,-16.05933,-15.56928,-10.1957,-0.0082,-4.8207
nocaps_8015,open_generation/correctness_task,Output1,1,4,-13.78553,-14.1449,-11.19178,-0.2074,-1.67615,4,-16.76022,-15.29715,-8.64232,-0.0017,-6.6892
nocaps_7148,open_generation/correctness_task,Output1,1,4,-15.98206,-15.22425,-10.79456,-0.02894,-3.56019,5,-14.77778,-16.02778,-13.87153,-5.44184,-0.00434
nocaps_11710,open_generation/correctness_task,Output2,1,4,-14.57765,-14.07765,-10.15578,-0.03078,-3.51515,5,-14.87619,-16.134,-14.14963,-6.73557,-0.00119
nocaps_5252,open_generation/correctness_task,Output2,1,4,-12.91714,-8.37808,-1.15933,-0.37808,-9.03433,4,-17.1969,-15.87587,-10.3148,-0.00087,-7.17275
visitbench_289,open_generation/correctness_task,Output1,1,4,-15.59437,-14.79892,-9.29323,-0.01198,-4.44948,4,-17.19101,-15.77766,-9.91118,-0.00067,-7.8288
nocaps_8617,open_generation/correctness_task,Output1,1,4,-14.90564,-14.7849,-10.33603,-0.11728,-2.21103,4,-17.38337,-15.60781,-9.56377,-0.00127,-7.31377
nocaps_4778,open_generation/correctness_task,Output1,1,5,-16.07099,-16.58945,-12.67042,-1.51417,-0.24854,4,-17.71213,-15.26184,-8.54309,-0.00048,-8.7036
nocaps_14500,open_generation/correctness_task,Output1,1,4,-15.15475,-15.25418,-10.92321,-0.17321,-1.84509,4,-15.20605,-15.82394,-11.83673,-0.28985,-1.3836
visitbench_293,open_generation/correctness_task,Output2,1,4,-11.55057,-6.40994,-1.06619,-0.42557,-8.67557,4,-12.72245,-12.01222,-7.97813,-0.03779,-3.36166
nocaps_4667,open_generation/correctness_task,Output1,1,5,-14.00963,-13.87468,-10.5011,-0.98406,-0.47127,4,-17.52949,-14.43076,-10.00818,-0.00108,-7.5167
visitbench_243,open_generation/correctness_task,Output2,1,3,-10.69443,-2.39898,-0.16887,-2.74131,-10.81517,3,-11.51481,-5.8685,-0.2435,-1.55032,-8.73782
visitbench_568,open_generation/correctness_task,Output1,1,4,-16.79771,-13.90709,-6.7622,-0.00226,-9.53351,4,-15.54577,-11.81708,-4.27447,-0.01594,-9.15657
visitbench_241,open_generation/correctness_task,Output2,1,5,-12.25449,-14.41855,-12.30137,-5.41074,-0.00449,5,-13.66748,-15.56591,-13.0581,-4.4956,-0.01123
visitbench_76,open_generation/correctness_task,Output2,1,4,-16.15697,-11.91692,-2.40697,-0.09447,-10.50072,5,-15.4458,-16.48273,-13.08074,-5.95006,-0.00262
nocaps_11862,open_generation/correctness_task,Output1,1,4,-16.17124,-14.70817,-7.76783,-0.00221,-6.98658,5,-15.14744,-17.11477,-15.26818,-5.97131,-0.00256
nocaps_12933,open_generation/correctness_task,Output1,1,5,-13.12514,-15.28139,-13.74233,-8.96889,-0.00014,5,-13.3762,-14.97776,-13.11057,-6.73557,-0.0012
visitbench_54,open_generation/correctness_task,Output1,1,3,-12.06323,-3.10726,-0.1101,-2.82175,-11.05471,2,-1.22095,-0.41129,-3.28061,-5.40135,-10.19112
visitbench_354,open_generation/preference_task,Output2,1,4,-16.28237,-14.62612,-7.93862,-0.00112,-7.18862,5,-13.12754,-14.42441,-12.24473,-4.01816,-0.01816
