ID,Category,Better,img_ok,score1,o1_lp1,o1_lp2,o1_lp3,o1_lp4,o1_lp5,score2,o2_lp1,o2_lp2,o2_lp3,o2_lp4,o2_lp5
visitbench_359,open_generation/correctness_task,Output1,1,5,-15.14063,-17.25,-15.86719,-12.6875,-0.0,5,-14.87963,-15.95207,-12.989,-5.37963,-0.00463
nocaps_4956,open_generation/correctness_task,Output1,1,4,-14.75499,-14.24718,-10.68468,-0.10655,-2.29405,4,-16.22428,-14.91746,-10.02399,-0.00268,-6.44018
nocaps_7336,open_generation/correctness_task,Output2,1,5,-14.7897,-16.62564,-14.73501,-7.36001,-0.00064,4,-15.71315,-14.37721,-8.98659,-0.00221,-6.33034
visitbench_188,open_generation/correctness_task,Output1,1,5,-14.54357,-15.71545,-13.26232,-4.40295,-0.01232,5,-14.77266,-15.80391,-13.18672,-4.21797,-0.01484
visitbench_512,open_generation/correctness_task,Output1,1,4,-14.22378,-14.30972,-10.35659,-0.02847,-3.57534,4,-13.93562,-8.97468,-1.7403,-0.19343,-10.6153
visitbench_259,open_generation/correctness_task,Output1,1,4,-13.45012,-12.45012,-7.60637,-0.02824,-3.60779,5,-13.23189,-13.23758,-10.95633,-4.90803,-0.00746
nocaps_8694,open_generation/correctness_task,Output2,1,4,-16.47048,-15.76025,-9.91366,-0.00741,-4.97616,5,-12.74324,-14.09267,-12.60119,-6.39381,-0.00176
nocaps_9199,open_generation/correctness_task,Output1,1,5,-13.51616,-15.4771,-13.84428,-7.54741,-0.00053,4,-16.43951,-14.76337,-7.11138,-0.00201,-8.00201
nocaps_6777,open_generation/correctness_task,Output1,1,5,-13.22045,-13.82983,-10.90014,-2.32201,-0.10326,4,-14.85868,-14.35868,-10.81962,-0.03837,-3.28837
nocaps_13628,open_generation/correctness_task,Output2,1,5,-14.42726,-15.07357,-12.61619,-4.64743,-0.00965,4,-14.98006,-14.30037,-10.57381,-0.04256,-3.18318
nocaps_8018,open_generation/correctness_task,Output2,1,4,-16.04151,-15.77872,-10.01026,-0.01026,-4.63526,5,-13.15038,-14.76757,-13.21288,-6.25194,-0.00194
visitbench_327,open_generation/correctness_task,Output1,1,5,-15.49013,-16.00859,-12.08672,-3.24297,-0.03984,3,-12.89774,-5.30541,-0.00712,-6.18609,-10.99433
visitbench_375,open_generation/correctness_task,Output1,1,5,-14.55734,-14.83078,-12.07296,-3.19796,-0.04171,2,-9.92054,-0.58815,-0.81542,-6.15491,-11.63148
nocaps_8990,open_generation/correctness_task,Output2,1,4,-17.44913,-16.39089,-10.45765,-0.00453,-5.45765,4,-17.86942,-16.98874,-12.41487,-0.01146,-4.48021
nocaps_11605,open_generation/correctness_task,Output1,1,4,-15.65372,-14.48895,-8.34833,-0.00458,-5.69208,4,-15.64569,-14.23944,-7.8474,-0.00365,-5.92552
nocaps_14456,open_generation/correctness_task,Output2,1,4,-15.3492,-14.89466,-9.76966,-0.01966,-4.00403,4,-14.75249,-13.33842,-8.65874,-0.00249,-6.36186
visitbench_221,open_generation/correctness_task,Output2,1,5,-13.73598,-15.22035,-13.93484,-8.7928,-0.00018,4,-15.47064,-14.57221,-9.91596,-0.00971,-4.65033
visitbench_357,open_generation/correctness_task,Output2,1,3,-9.5366,-3.10194,-0.09057,-3.18716,-8.75535,5,-11.805,-13.50954,-12.03937,-7.01806,-0.00102
nocaps_14033,open_generation/correctness_task,Output1,1,5,-13.99763,-14.9195,-12.65388,-1.57575,-0.232,5,-13.91321,-14.5929,-12.21008,-1.05383,-0.42883
nocaps_13860,open_generation/correctness_task,Output2,1,4,-15.64242,-12.63106,-4.92509,-0.0089,-9.1339,5,-14.14175,-15.76675,-14.01675,-6.798,-0.00112
nocaps_13682,open_generation/correctness_task,Output1,1,4,-15.04591,-14.30372,-10.0381,-0.00685,-5.08497,4,-16.38543,-15.91668,-12.11696,-0.04452,-3.13827
visitbench_415,open_generation/correctness_task,Output1,1,5,-13.84625,-14.67438,-12.07282,-2.18219,-0.11969,5,-14.26245,-15.44143,-13.95705,-6.84768,-0.00108
nocaps_12198,open_generation/correctness_task,Output2,1,4,-15.22806,-13.72806,-8.09524,-0.00149,-7.26712,5,-13.30998,-14.71623,-13.658,-8.16794,-0.00032
visitbench_441,open_generation/correctness_task,Output1,1,5,-10.11529,-11.63092,-8.41217,-3.31842,-0.03717,1,-0.00959,-4.66584,-9.11896,-13.13459,-11.54084
visitbench_121,open_generation/correctness_task,Output2,1,5,-13.64927,-14.62939,-12.81831,-4.3595,-0.01291,5,-12.77015,-14.70907,-13.43066,-8.43777,-0.00027
visitbench_231,open_generation/correctness_task,Output2,1,4,-14.12243,-14.17925,-10.79147,-0.11817,-2.1963,5,-14.10499,-14.0013,-12.23567,-6.65755,-0.0013
visitbench_325,open_generation/correctness_task,Output1,1,4,-15.28647,-15.44983,-12.5592,-0.56914,-0.83477,4,-14.71991,-14.13042,-10.25968,-0.07502,-2.63184
visitbench_535,open_generation/correctness_task,Output2,1,3,-9.79749,-1.46936,-0.26624,-5.62561,-12.22718,4,-13.32239,-9.46301,-2.32239,-0.10364,-8.79114
visitbench_532,open_generation/correctness_task,Output1,1,4,-15.64301,-14.05708,-8.47114,-0.00239,-6.15864,3,-8.94871,-1.05809,-0.43309,-5.46434,-12.17527
nocaps_8988,open_generation/correctness_task,Output1,1,4,-16.12046,-16.2412,-11.47984,-0.10484,-2.30796,4,-16.68122,-15.70821,-9.51929,-0.00366,-5.73804
visitbench_345,open_generation/correctness_task,Output1,1,5,-13.97639,-15.51048,-13.31588,-3.30309,-0.03747,1,-0.09711,-2.39399,-6.67524,-11.5893,-12.48774
visitbench_343,open_generation/correctness_task,Output2,1,2,-5.10991,-0.64968,-0.76332,-5.23775,-9.59855,3,-11.24268,-5.74268,-0.5083,-0.93018,-8.43018
visitbench_88,open_generation/correctness_task,Output1,1,2,-1.48329,-0.36113,-2.57704,-8.69423,-13.03159,2,-2.19651,-0.15106,-3.54595,-9.27038,-12.82152
nocaps_7988,open_generation/correctness_task,Output1,1,4,-15.38631,-12.35506,-4.58943,-0.01131,-8.93318,4,-16.07518,-14.75416,-8.51836,-0.00274,-6.17461
nocaps_15057,open_generation/correctness_task,Output2,1,4,-18.14743,-17.07498,-10.67442,-0.00254,-6.01817,5,-12.05328,-14.6861,-13.79547,-12.63141,-2e-05
visitbench_112,open_generation/correctness_task,Output1,1,5,-15.49851,-16.59936,-13.13771,-4.37209,-0.01271,4,-14.17635,-9.30135,-1.44198,-0.2701,-9.87948
nocaps_6545,open_generation/correctness_task,Output2,1,4,-14.46608,-14.88795,-11.59108,-0.15358,-1.95045,4,-13.23809,-12.27928,-6.50087,-0.09888,-2.43837
visitbench_253,open_generation/correctness_task,Output2,1,3,-13.18937,-3.58,-0.03312,-5.36125,-13.09562,4,-14.76667,-13.58769,-8.55218,-0.02945,-3.78656
nocaps_12211,open_generation/correctness_task,Output1,1,4,-13.24809,-13.24809,-9.08403,-0.67778,-0.70903,4,-14.19368,-13.8343,-9.49836,-0.01399,-4.31086
nocaps_9655,open_generation/correctness_task,Output1,1,5,-14.53421,-15.33605,-13.89074,-9.15637,-0.00012,4,-15.82981,-16.4477,-11.84401,-0.28151,-1.40651
visitbench_562,open_generation/correctness_task,Output2,1,4,-16.60435,-15.62423,-11.08588,-0.00918,-4.72793,5,-13.38353,-13.91478,-11.32103,-2.6804,-0.07103
visitbench_572,open_generation/correctness_task,Output1,1,4,-11.40479,-11.19385,-7.38917,-0.68604,-0.70167,4,-14.03185,-11.05529,-4.17248,-0.01623,-8.23498
visitbench_289,open_generation/correctness_task,Output2,1,4,-15.20254,-15.3801,-11.0605,-0.32612,-1.27925,4,-15.02596,-13.20068,-7.46914,-0.00323,-7.75323
visitbench_283,open_generation/correctness_task,Output1,1,5,-13.80477,-14.11017,-11.75221,-1.4042,-0.28204,5,-13.07604,-14.4965,-13.17547,-7.25928,-0.00076
visitbench_122,open_generation/correctness_task,Output2,1,4,-17.47532,-16.38867,-9.40003,-0.00941,-4.68128,1,-0.59171,-0.81898,-5.29341,-7.76074,-10.19043
visitbench_479,open_generation/correctness_task,Output1,1,4,-16.15132,-15.05757,-9.67476,-0.00288,-5.87788,4,-12.78082,-12.61675,-8.43707,-0.64019,-0.74957
visitbench_563,open_generation/correctness_task,Output1,1,5,-13.79704,-16.10173,-14.49235,-8.73454,-0.00016,4,-15.24635,-12.4026,-4.55885,-0.01197,-9.43385
visitbench_56,open_generation/correctness_task,Output2,1,4,-16.11431,-14.23718,-11.89556,-0.01062,-4.55181,4,-16.67124,-14.6684,-9.31328,-0.00079,-7.39141
nocaps_6630,open_generation/correctness_task,Output1,1,5,-13.43921,-15.00171,-13.32983,-6.37671,-0.00171,4,-16.22909,-14.78733,-8.06574,-0.00324,-6.69074
nocaps_6734,open_generation/correctness_task,Output2,1,5,-13.79369,-14.68858,-12.94852,-4.19142,-0.01528,5,-13.11953,-14.55703,-12.87735,-6.06485,-0.00235
visitbench_311,open_generation/correctness_task,Output2,1,2,-6.74877,-0.22888,-1.60672,-5.86525,-12.43769,4,-15.01354,-11.72448,-3.8651,-0.02135,-8.91198
visitbench_558,open_generation/correctness_task,Output2,1,4,-10.8014,-6.05282,-1.88094,-0.27157,-2.49032,4,-15.02467,-13.36984,-8.69797,-0.02609,-3.66672
visitbench_555,open_generation/correctness_task,Output1,1,4,-14.43924,-11.99393,-4.71268,-0.00955,-7.90018,3,-9.24726,-2.29414,-0.23164,-2.24726,-9.16132
nocaps_8709,open_generation/correctness_task,Output1,1,4,-15.33818,-13.93974,-8.98662,-0.00224,-6.40849,5,-13.61841,-14.74341,-12.82154,-4.71216,-0.00904
nocaps_5427,open_generation/correctness_task,Output1,1,4,-15.0836,-15.19297,-11.86485,-0.06797,-2.72422,5,-15.16997,-16.01514,-12.41642,-1.03361,-0.43986
visitbench_311,open_generation/correctness_task,Output2,1,3,-9.42236,-0.75048,-0.64111,-6.84423,-12.71142,3,-12.26242,-2.48117,-0.09054,-5.84054,-12.57492
nocaps_7498,open_generation/correctness_task,Output2,1,4,-17.16207,-15.13082,-7.36094,-0.00156,-7.78281,4,-13.64303,-11.0301,-5.85041,-0.01376,-6.51945
visitbench_504,open_generation/correctness_task,Output1,1,5,-14.26339,-15.69307,-13.52901,-5.19307,-0.00557,5,-13.39605,-14.49761,-12.06011,-3.56011,-0.02886
visitbench_183,open_generation/correctness_task,Output2,1,1,-0.00028,-8.3284,-12.0159,-15.10965,-10.8284,5,-10.12471,-10.07783,-5.35908,-0.92158,-0.51533
nocaps_8057,open_generation/correctness_task,Output2,1,5,-13.90638,-14.55482,-11.70325,-1.76575,-0.18763,4,-15.84836,-14.55575,-9.67649,-0.00603,-5.36541
visitbench_150,open_generation/correctness_task,Output1,1,5,-14.44538,-17.14779,-14.31256,-9.75432,-6e-05,4,-13.72869,-13.39489,-10.23438,-0.10653,-2.29403
visitbench_402,open_generation/correctness_task,Output1,1,2,-2.38146,-0.10021,-5.83458,-11.9674,-15.70958,4,-12.43172,-11.51056,-4.87703,-0.03328,-3.68953
nocaps_6182,open_generation/correctness_task,Output1,1,4,-16.18357,-16.24038,-11.48897,-0.03584,-3.34834,4,-16.82946,-16.75133,-11.92605,-0.1448,-2.00417
nocaps_14270,open_generation/correctness_task,Output2,1,4,-16.55956,-15.87064,-11.16893,-0.02405,-3.7428,4,-15.65037,-15.32224,-12.67949,-0.03318,-3.42381
nocaps_13966,open_generation/correctness_task,Output2,1,4,-16.62774,-15.08868,-8.54962,-0.00274,-5.98712,5,-14.49295,-16.46029,-15.12506,-9.9617,-6e-05
nocaps_12805,open_generation/correctness_task,Output1,1,4,-18.00086,-16.37444,-8.53211,-0.00086,-7.73523,4,-12.9601,-10.28823,-3.62417,-0.03042,-8.18667
nocaps_4530,open_generation/correctness_task,Output2,1,4,-13.77118,-14.25556,-11.23212,-0.18525,-1.779,5,-12.71881,-16.91767,-14.35162,-10.00006,-6e-05
visitbench_456,open_generation/correctness_task,Output1,1,4,-9.94659,-7.87628,-2.73565,-0.4544,-1.2044,4,-15.02901,-12.34151,-5.25557,-0.00557,-8.3337
nocaps_14218,open_generation/correctness_task,Output2,1,4,-15.7041,-15.17143,-11.81915,-0.01802,-4.06489,4,-16.48505,-16.10153,-10.97937,-0.02625,-3.66687
visitbench_23,open_generation/correctness_task,Output2,1,4,-14.30888,-9.50419,-1.55107,-0.23857,-9.92607,5,-14.7378,-15.74632,-14.30456,-7.45797,-0.00059
visitbench_291,open_generation/correctness_task,Output2,1,4,-14.36798,-13.58673,-9.26641,-0.23516,-1.56329,5,-15.50596,-15.19346,-12.04502,-0.93565,-0.49815
nocaps_5335,open_generation/correctness_task,Output1,1,4,-15.09036,-14.69974,-11.05911,-0.30911,-1.32474,4,-16.1382,-14.49047,-8.82286,-0.00326,-8.17513
nocaps_10677,open_generation/correctness_task,Output2,1,4,-16.57082,-15.20719,-10.33503,-0.00264,-6.50264,5,-11.162,-14.69183,-12.18756,-10.28131,-6e-05
nocaps_5504,open_generation/correctness_task,Output1,1,4,-17.86751,-16.46837,-11.2482,-0.00246,-6.12746,4,-14.87226,-13.92695,-8.95038,-0.01288,-4.38788
