ID,Category,Better,img_ok,score1,o1_lp1,o1_lp2,o1_lp3,o1_lp4,o1_lp5,score2,o2_lp1,o2_lp2,o2_lp3,o2_lp4,o2_lp5
visitbench_13,open_generation/correctness_task,Output2,1,3,-8.99179,-0.99463,-0.46906,-5.44065,-9.8121,3,-11.43978,-2.31478,-0.11165,-4.98665,-11.56478
nocaps_6984,open_generation/correctness_task,Output1,1,4,-13.28841,-13.92122,-10.85872,-0.17122,-1.85872,4,-14.89316,-14.40098,-9.9166,-0.01035,-4.61973
visitbench_105,open_generation/correctness_task,Output2,1,4,-15.76678,-10.40456,-2.30797,-0.10484,-10.93297,4,-14.67872,-14.91309,-11.58213,-0.42872,-1.05372
nocaps_13154,open_generation/correctness_task,Output2,1,4,-16.08517,-16.56102,-12.1221,-0.3721,-1.16898,4,-16.31172,-16.61712,-12.33871,-0.51058,-0.91683
nocaps_6621,open_generation/correctness_task,Output2,1,4,-16.70138,-15.80649,-9.69285,-0.00535,-5.31785,5,-13.01546,-13.79671,-12.70296,-5.51546,-0.0041
nocaps_7440,open_generation/correctness_task,Output2,1,4,-14.53388,-15.14467,-11.24694,-0.13757,-2.05944,4,-15.66199,-15.30687,-10.45176,-0.07676,-2.60801
visitbench_418,open_generation/correctness_task,Output2,1,5,-12.94534,-12.78199,-9.72091,-1.96381,-0.15131,5,-14.39839,-15.59157,-13.86572,-6.18106,-0.00209
visitbench_489,open_generation/correctness_task,Output1,1,5,-15.60558,-16.32291,-13.42518,-0.87972,-0.53597,5,-13.68511,-14.38823,-11.92374,-3.0459,-0.04874
nocaps_7132,open_generation/correctness_task,Output2,1,4,-17.55969,-16.30969,-10.0185,-0.00287,-5.97162,4,-16.10374,-14.95531,-10.30687,-0.02562,-3.68187
nocaps_8085,open_generation/correctness_task,Output1,1,4,-16.8759,-14.98669,-8.82902,-0.00232,-8.34607,4,-17.38844,-16.53617,-9.79327,-0.01202,-4.43389
nocaps_6883,open_generation/correctness_task,Output1,1,4,-15.2203,-13.66561,-8.43905,-0.00155,-7.36092,4,-15.41926,-16.00165,-12.05775,-0.33119,-1.26869
visitbench_57,open_generation/correctness_task,Output2,1,2,-8.39037,-0.00969,-4.69719,-8.22276,-12.87901,4,-15.81289,-13.08633,-4.82071,-0.00821,-9.49258
visitbench_417,open_generation/correctness_task,Output2,1,5,-13.89377,-14.76735,-12.89945,-4.14945,-0.01593,5,-11.38284,-10.71878,-7.03909,-1.14847,-0.38284
nocaps_5316,open_generation/correctness_task,Output2,1,4,-16.5881,-16.15486,-10.78697,-0.08384,-2.52134,4,-16.25079,-15.61017,-11.17267,-0.07892,-2.57892
visitbench_11,open_generation/correctness_task,Output2,1,5,-11.74986,-11.2669,-9.17173,-1.5581,-0.23707,5,-13.9897,-14.70064,-12.52876,-5.2397,-0.00533
nocaps_6125,open_generation/correctness_task,Output2,1,4,-16.60474,-15.16724,-9.05005,-0.00318,-5.80005,5,-13.29777,-13.92277,-12.36027,-3.75942,-0.02363
nocaps_5365,open_generation/correctness_task,Output2,1,4,-17.6013,-16.94079,-11.02033,-0.02033,-3.91096,5,-12.86007,-14.84444,-13.52413,-7.29757,-0.00069
nocaps_10593,open_generation/correctness_task,Output1,1,4,-16.45412,-15.85042,-10.92997,-0.05497,-2.92997,5,-13.2317,-14.1692,-12.52147,-4.93625,-0.00727
nocaps_6670,open_generation/correctness_task,Output1,1,4,-15.19088,-15.06588,-11.42526,-0.06588,-2.75338,4,-14.99977,-15.48983,-11.77179,-0.67023,-0.7171
nocaps_7897,open_generation/correctness_task,Output1,1,4,-17.6367,-16.71341,-12.08983,-0.01028,-4.60403,4,-17.52528,-16.35341,-10.76392,-0.00398,-5.5821
visitbench_385,open_generation/correctness_task,Output2,1,4,-14.94325,-11.13075,-3.88075,-0.02138,-7.7245,4,-15.55173,-12.55954,-4.38766,-0.01266,-8.93454
nocaps_8294,open_generation/correctness_task,Output1,1,5,-16.50297,-17.82399,-14.54416,-4.35666,-0.01291,4,-16.38881,-16.3185,-11.95131,-0.04506,-3.12318
nocaps_14686,open_generation/correctness_task,Output1,1,5,-13.90863,-14.78931,-13.41858,-6.05352,-0.00238,4,-16.70646,-16.18089,-10.47777,-0.00902,-4.72777
nocaps_7784,open_generation/correctness_task,Output1,1,4,-14.29087,-14.46274,-10.58774,-0.08774,-2.47837,4,-16.77711,-15.26432,-9.8808,-0.00154,-7.76716
visitbench_169,open_generation/correctness_task,Output2,1,5,-15.4492,-16.57846,-14.99466,-8.00602,-0.00034,5,-15.28142,-15.89079,-13.40642,-3.25798,-0.03923
nocaps_14675,open_generation/correctness_task,Output1,1,4,-16.20361,-16.01185,-10.76895,-0.0502,-3.01895,4,-16.2076,-15.30561,-9.57124,-0.00874,-4.80561
nocaps_8681,open_generation/correctness_task,Output1,1,4,-17.15822,-16.97356,-11.99203,-0.02328,-3.77328,4,-15.56266,-16.3155,-12.04277,-0.54277,-0.87089
nocaps_14699,open_generation/correctness_task,Output1,1,4,-15.92649,-16.24609,-13.50461,-0.58984,-0.80859,4,-17.1064,-15.17459,-7.62629,-0.00129,-8.09504
nocaps_10670,open_generation/correctness_task,Output1,1,4,-16.07779,-15.7937,-11.09484,-0.04796,-3.06359,4,-15.71498,-14.90248,-10.30092,-0.00405,-5.55092
nocaps_8893,open_generation/correctness_task,Output1,1,4,-17.38068,-16.94744,-13.10511,-0.0142,-4.27983,4,-16.85497,-16.17316,-12.27401,-0.03821,-3.28821
visitbench_564,open_generation/correctness_task,Output2,1,4,-16.68759,-14.34384,-7.63219,-0.00293,-8.58105,4,-16.51471,-14.98062,-9.66101,-0.00192,-6.51755
nocaps_13072,open_generation/correctness_task,Output2,1,5,-14.58625,-16.51593,-14.75031,-8.09406,-0.00031,4,-16.84339,-16.13316,-10.44992,-0.01242,-4.40305
nocaps_5290,open_generation/correctness_task,Output1,1,4,-14.91737,-15.22205,-11.91737,-0.10487,-2.30799,4,-16.62365,-15.28132,-8.26712,-0.00149,-7.17337
visitbench_77,open_generation/correctness_task,Output1,1,5,-14.05982,-14.8567,-11.97389,-2.22389,-0.11451,4,-11.36565,-6.95159,-1.42034,-0.27971,-6.62346
visitbench_524,open_generation/correctness_task,Output1,1,5,-12.81255,-14.14067,-11.89848,-4.85161,-0.00786,2,-0.92827,-0.5064,-6.1939,-10.58452,-13.39702
nocaps_12028,open_generation/correctness_task,Output2,1,5,-13.31003,-14.60265,-13.56572,-7.98333,-0.00038,5,-14.92332,-15.62645,-13.42474,-5.456,-0.00429
nocaps_11817,open_generation/correctness_task,Output2,1,5,-13.61915,-14.86915,-12.93947,-6.23634,-0.00197,4,-16.59605,-16.36168,-11.36026,-0.07901,-2.57901
visitbench_313,open_generation/correctness_task,Output2,1,4,-15.52567,-14.14285,-8.21317,-0.01004,-4.63504,5,-14.20831,-14.84041,-12.16995,-1.87166,-0.16711
visitbench_189,open_generation/correctness_task,Output2,1,4,-16.0864,-15.75188,-7.71921,-0.00046,-11.84421,2,-11.16427,-0.13302,-2.08614,-7.91427,-12.67989
nocaps_12024,open_generation/correctness_task,Output2,1,4,-11.35921,-8.16319,-1.50126,-0.27967,-7.41035,5,-14.15778,-16.98733,-13.93122,-6.48591,-0.00153
nocaps_10259,open_generation/correctness_task,Output2,1,5,-12.62817,-14.65232,-13.41653,-8.40942,-0.00033,4,-17.49788,-15.85016,-10.59448,-0.00215,-6.18965
nocaps_13083,open_generation/correctness_task,Output2,1,4,-16.2055,-14.6572,-9.28788,-0.00237,-6.61175,4,-17.37109,-16.76029,-12.78302,-0.01456,-4.26456
nocaps_8797,open_generation/correctness_task,Output1,1,5,-13.81447,-15.11915,-13.54884,-6.23634,-0.00197,4,-15.422,-14.49232,-9.37513,-0.01575,-4.172
nocaps_5255,open_generation/correctness_task,Output1,1,5,-13.7112,-15.59401,-14.12526,-8.29713,-0.00026,4,-14.97638,-15.47638,-12.38263,-0.63263,-0.75763
nocaps_12372,open_generation/correctness_task,Output2,1,4,-17.50904,-16.01757,-9.31444,-0.00194,-6.40819,4,-15.61177,-14.04145,-8.92427,-0.00239,-6.34614
nocaps_8746,open_generation/correctness_task,Output2,1,4,-12.99106,-13.49887,-10.59262,-0.327,-1.28012,5,-13.8049,-15.88303,-14.23459,-8.48459,-0.00022
nocaps_8245,open_generation/correctness_task,Output1,1,4,-15.72505,-14.82306,-8.78613,-0.00488,-5.48926,4,-17.50009,-16.32111,-9.78702,-0.00577,-5.19327
nocaps_9899,open_generation/correctness_task,Output2,1,4,-15.54144,-14.54925,-9.50238,-0.00238,-6.18988,4,-15.46804,-15.49645,-11.70028,-0.34872,-1.22372
nocaps_12307,open_generation/correctness_task,Output1,1,5,-13.20349,-14.65235,-13.49468,-8.05434,-0.00036,4,-16.3945,-15.35757,-9.45558,-0.00246,-6.15871
nocaps_5970,open_generation/correctness_task,Output2,1,4,-16.60287,-14.41538,-7.90756,-0.00131,-7.39194,4,-18.18521,-16.62981,-10.01759,-0.00197,-6.29884
nocaps_14231,open_generation/correctness_task,Output2,1,4,-15.87669,-15.28294,-10.98607,-0.01732,-4.09544,5,-14.24258,-15.99258,-14.23477,-7.84415,-0.0004
visitbench_195,open_generation/correctness_task,Output2,1,4,-13.9885,-13.52756,-9.83225,-0.20725,-1.676,5,-13.19412,-15.00662,-13.06131,-5.02224,-0.00662
visitbench_332,open_generation/correctness_task,Output1,1,4,-18.02448,-15.81567,-9.3242,-0.00033,-8.53158,5,-13.19317,-14.49289,-12.86647,-5.473,-0.00425
nocaps_5866,open_generation/correctness_task,Output2,1,4,-15.38167,-15.33905,-10.82485,-0.13735,-2.05922,4,-17.6483,-16.07159,-10.84432,-0.00199,-6.31449
visitbench_510,open_generation/correctness_task,Output2,1,5,-10.75811,-12.10186,-8.47686,-1.80498,-0.17998,5,-11.57659,-12.96721,-10.1469,-3.30315,-0.03753
nocaps_4723,open_generation/correctness_task,Output1,1,5,-14.24264,-16.2114,-14.40671,-7.70358,-0.00046,4,-15.6795,-15.76472,-11.59427,-0.17239,-1.84427
nocaps_14908,open_generation/correctness_task,Output2,1,4,-15.14355,-13.4873,-7.90917,-0.00292,-7.2373,5,-14.93198,-16.57261,-14.63511,-6.08042,-0.00229
nocaps_5489,open_generation/correctness_task,Output2,1,5,-12.93945,-13.89826,-11.91673,-4.3315,-0.01332,4,-17.22942,-16.71095,-10.94959,-0.02772,-3.60584
nocaps_5642,open_generation/correctness_task,Output1,1,4,-15.38431,-13.95462,-8.51712,-0.0015,-7.064,5,-14.00843,-15.71155,-14.19593,-7.40687,-0.00062
nocaps_6431,open_generation/correctness_task,Output2,1,4,-17.11866,-15.85445,-9.58173,-0.0036,-5.70673,5,-13.98723,-15.15911,-13.2763,-5.86223,-0.00286
nocaps_8926,open_generation/correctness_task,Output2,1,4,-16.55723,-15.46348,-11.7632,-0.01178,-4.48053,4,-16.48698,-14.85346,-7.40885,-0.0026,-7.3151
visitbench_97,open_generation/correctness_task,Output1,1,4,-14.93133,-13.89227,-8.93133,-0.00946,-4.68133,4,-15.47042,-12.47042,-4.68135,-0.00948,-9.72823
visitbench_320,open_generation/correctness_task,Output1,1,4,-15.56546,-14.76859,-10.95609,-0.03421,-3.39359,2,-1.19516,-0.36703,-5.39828,-10.63266,-14.00766
nocaps_7925,open_generation/correctness_task,Output2,1,4,-12.78687,-10.99,-5.45875,-0.39625,-1.13062,4,-15.75851,-16.0696,-10.08664,-0.00851,-4.78976
nocaps_8929,open_generation/correctness_task,Output2,1,4,-17.0513,-16.17061,-11.85243,-0.01862,-4.003,4,-14.26773,-14.35367,-11.24429,-0.22867,-1.58804
nocaps_8217,open_generation/correctness_task,Output2,1,4,-16.16364,-14.91363,-9.97756,-0.00738,-4.97613,4,-15.55181,-15.843,-11.22226,-0.11289,-2.23789
nocaps_6660,open_generation/correctness_task,Output2,1,4,-16.21647,-14.30596,-6.28607,-0.00482,-8.1767,4,-17.30429,-16.68639,-12.43213,-0.006,-5.1935
visitbench_412,open_generation/correctness_task,Output1,1,5,-13.42959,-13.22647,-9.13272,-0.75772,-0.63272,5,-15.55493,-15.95976,-13.02652,-0.83476,-0.56914
visitbench_260,open_generation/correctness_task,Output2,1,4,-15.13066,-13.75282,-8.82384,-0.14486,-2.00708,5,-13.96773,-14.77029,-12.88108,-3.16801,-0.04301
nocaps_6807,open_generation/correctness_task,Output2,1,5,-13.82886,-15.67261,-13.75074,-7.21949,-0.00074,4,-14.2495,-13.83047,-9.77507,-0.13019,-2.10462
nocaps_11700,open_generation/correctness_task,Output2,1,5,-12.77026,-13.68432,-10.96557,-3.15307,-0.04369,4,-16.3094,-16.18866,-11.24548,-0.10486,-2.30798
visitbench_488,open_generation/correctness_task,Output2,1,4,-8.63934,-6.70184,-2.84246,-0.70184,-0.81121,5,-14.64293,-15.13299,-13.2793,-5.27504,-0.00515
nocaps_13050,open_generation/correctness_task,Output1,1,5,-16.08497,-17.41309,-14.14533,-4.38752,-0.01252,5,-12.61703,-13.21078,-10.38266,-0.89828,-0.52328
nocaps_14007,open_generation/correctness_task,Output1,1,5,-13.75909,-15.44659,-13.67315,-6.67315,-0.00128,5,-17.00158,-18.40783,-14.94476,-4.92914,-0.00726
visitbench_492,open_generation/correctness_task,Output1,1,5,-13.1598,-13.89417,-10.33167,-1.00355,-0.45667,5,-13.02626,-13.7372,-11.83876,-4.00283,-0.01845
visitbench_434,open_generation/correctness_task,Output2,1,5,-9.82818,-10.22661,-6.39068,-0.89068,-0.5313,5,-9.21124,-10.09405,-6.96124,-1.66436,-0.21124
nocaps_6964,open_generation/correctness_task,Output2,1,4,-16.97589,-16.29407,-11.89776,-0.0043,-5.47304,4,-17.31686,-15.97453,-10.96032,-0.00294,-5.98731
visitbench_41,open_generation/correctness_task,Output2,1,4,-16.89153,-14.69621,-7.32903,-0.0009,-8.45403,4,-15.52498,-13.99373,-8.23592,-0.00155,-6.68905
nocaps_7531,open_generation/correctness_task,Output2,1,4,-15.71382,-15.20955,-10.92689,-0.00643,-5.19393,5,-12.5783,-14.74236,-13.35955,-8.7658,-0.00017
visitbench_438,open_generation/correctness_task,Output1,1,4,-12.02069,-5.69256,-0.78631,-0.61444,-9.64569,2,-0.80531,-0.60219,-5.25844,-8.52406,-11.03969
visitbench_286,open_generation/correctness_task,Output2,1,4,-16.44669,-14.87637,-8.90762,-0.00137,-6.78262,5,-9.28446,-9.49753,-7.80009,-2.22622,-0.11543
visitbench_479,open_generation/correctness_task,Output1,1,4,-12.90499,-12.97531,-8.58468,-0.41281,-1.08468,4,-13.74595,-9.23814,-2.37876,-0.09751,-9.08189
visitbench_30,open_generation/correctness_task,Output1,1,5,-15.11251,-16.40512,-14.50171,-5.39518,-0.00455,5,-11.2471,-11.71585,-9.23005,-2.95164,-0.05392
nocaps_11660,open_generation/correctness_task,Output1,1,5,-13.90368,-14.93493,-13.12243,-5.25524,-0.00524,5,-16.05894,-16.63422,-12.57598,-1.01348,-0.45098
nocaps_12033,open_generation/correctness_task,Output2,1,4,-16.46005,-15.69301,-11.65892,-0.01971,-3.94159,5,-14.26886,-15.52667,-13.83136,-5.73761,-0.00323
nocaps_5600,open_generation/correctness_task,Output2,1,4,-15.72634,-15.52037,-11.99764,-0.02463,-3.74338,4,-16.87135,-16.67959,-12.78754,-0.01908,-3.9722
nocaps_8875,open_generation/correctness_task,Output2,1,4,-16.72815,-15.26508,-8.42417,-0.00229,-6.62729,4,-14.36679,-14.28156,-9.2219,-0.62389,-0.76878
nocaps_9273,open_generation/correctness_task,Output1,1,5,-13.33231,-14.33373,-12.22436,-3.80106,-0.02265,4,-14.14281,-15.13002,-13.04906,-0.46951,-0.9823
visitbench_429,open_generation/correctness_task,Output2,1,2,-12.93077,-0.00108,-6.84483,-11.40733,-15.07921,4,-13.17152,-12.76527,-7.89027,-0.0934,-2.42152
visitbench_549,open_generation/correctness_task,Output2,1,4,-10.81849,-8.49037,-4.78725,-0.22475,-1.64662,5,-11.91036,-11.93379,-8.16817,-0.8088,-0.59005
visitbench_549,open_generation/correctness_task,Output1,1,4,-13.77179,-7.62336,-1.01398,-0.45148,-10.20148,4,-12.34422,-10.36979,-6.44223,-0.2178,-1.63968
nocaps_14306,open_generation/correctness_task,Output2,1,4,-16.73356,-16.26481,-10.67674,-0.00486,-5.39549,4,-16.39127,-17.01627,-12.81243,-0.49212,-0.94524
visitbench_297,open_generation/correctness_task,Output1,1,4,-14.96845,-10.89814,-3.27314,-0.03876,-9.27314,4,-15.26553,-10.64834,-2.08584,-0.13272,-11.00772
nocaps_8925,open_generation/correctness_task,Output1,1,4,-16.76681,-15.06368,-9.11056,-0.00118,-7.01681,5,-12.60706,-13.92808,-13.01189,-7.68518,-0.00052
nocaps_12539,open_generation/correctness_task,Output2,1,4,-14.93531,-14.62281,-11.06031,-0.02906,-3.56031,4,-16.30963,-13.98009,-5.58378,-0.00566,-8.49003
nocaps_9026,open_generation/correctness_task,Output1,1,4,-16.76783,-16.3701,-10.72948,-0.0576,-2.88573,4,-17.04105,-15.93309,-8.45724,-0.00412,-5.58224
nocaps_8535,open_generation/correctness_task,Output1,1,4,-15.88095,-13.92072,-5.63095,-0.00595,-8.4747,4,-14.60502,-13.70658,-8.72221,-0.00346,-5.89408
visitbench_122,open_generation/correctness_task,Output2,1,4,-16.14079,-16.24733,-11.81267,-0.34392,-1.23454,4,-16.97662,-15.74793,-9.22236,-0.00361,-5.67549
visitbench_414,open_generation/correctness_task,Output1,1,5,-12.40237,-12.72268,-9.79299,-1.07424,-0.41799,4,-15.54069,-15.73956,-11.86882,-0.28501,-1.39439
visitbench_121,open_generation/correctness_task,Output1,1,5,-13.59412,-14.61684,-12.9052,-4.90804,-0.00747,5,-13.67081,-14.79297,-12.93927,-5.11967,-0.00604
visitbench_386,open_generation/correctness_task,Output1,1,4,-15.1424,-10.19922,-3.35263,-0.03587,-10.33274,2,-10.63994,-0.00074,-7.28767,-11.20812,-13.56608
nocaps_12122,open_generation/correctness_task,Output2,1,4,-16.50666,-15.55496,-9.42569,-0.00382,-5.62882,4,-16.98704,-16.43306,-10.59783,-0.00408,-5.51971
visitbench_544,open_generation/correctness_task,Output2,1,5,-13.75086,-16.00867,-14.25086,-7.06336,-0.00086,5,-9.93728,-12.62478,-7.68728,-2.42166,-0.09353
visitbench_302,open_generation/correctness_task,Output1,1,4,-16.59501,-14.7058,-7.25126,-0.00125,-7.79813,3,-11.86594,-5.39577,-0.11168,-2.29918,-7.6543
visitbench_72,open_generation/correctness_task,Output1,1,4,-13.59087,-13.70024,-10.29399,-0.37212,-1.16899,5,-13.38835,-14.1696,-12.6071,-4.87983,-0.00767
