sample_id,s2_lp1,s2_lp2,s2_lp3,s2_lp4,s2_lp5,gt_score,parsed_score,gt_score_continuous
168,-6.347331523895264,-7.159831523895264,-2.9567062854766846,-1.7067062854766846,-0.26920631527900696,1,5,0.0
169,-15.140724182128906,-14.461036682128906,-11.156349182128906,-9.893881360767409e-05,-9.390724182128906,3,4,0.5714285714285714
170,-12.556342124938965,-11.415717124938965,-6.361029148101807,-0.03290422633290291,-3.4860291481018066,5,4,0.9375
171,-10.570930480957031,-11.016242980957031,-8.734992980957031,-4.141242980957031,-0.01624302566051483,4,5,0.84375
172,-11.512925464970229,-11.512925464970229,-11.512925464970229,-11.512925464970229,-11.512925464970229,4,-1,0.75
173,-11.512925464970229,-11.512925464970229,-11.512925464970229,-11.512925464970229,-11.512925464970229,4,-1,0.78125
174,-18.898439407348633,-18.554689407348633,-13.890626907348633,-1.5497195136049413e-06,-14.968751907348633,1,4,0.0
175,-5.960462772236497e-07,-16.203125,-16.3125,-17.8125,-16.0234375,4,1,0.7
176,-11.512925464970229,-11.512925464970229,-11.512925464970229,-11.512925464970229,-11.512925464970229,2,-1,0.34375
177,-11.512925464970229,-11.512925464970229,-11.512925464970229,-11.512925464970229,-11.512925464970229,4,-1,0.7857142857142857
178,-12.14694881439209,-7.514135837554932,-0.09226106107234955,-2.4360110759735107,-9.61569881439209,3,3,0.5625
179,-12.273538589477539,-13.101663589477539,-11.093851089477539,-9.484476089477539,-0.00010084597306558862,5,5,1.0
180,-9.597576141357422,-9.441326141357422,-5.253826141357422,-2.6132009029388428,-0.08195098489522934,5,5,0.875
181,-11.512925464970229,-11.512925464970229,-11.512925464970229,-11.512925464970229,-11.512925464970229,5,-1,0.8928571428571429
182,-11.512925464970229,-11.512925464970229,-11.512925464970229,-11.512925464970229,-11.512925464970229,4,-1,0.75
183,-11.519272804260254,-10.261460304260254,-3.9567723274230957,-0.05052237585186958,-3.5036473274230957,1,4,0.0
184,-11.512925464970229,-11.512925464970229,-11.512925464970229,-11.512925464970229,-11.512925464970229,3,-1,0.45
185,-13.534456253051758,-12.042268753051758,-4.526643753051758,-0.01101885735988617,-8.948518753051758,5,4,0.875
186,-12.77790355682373,-11.76227855682373,-7.1763410568237305,-0.02009112387895584,-3.9575910568237305,4,4,0.7916666666666666
187,-7.658886909484863,-8.268261909484863,-3.6588869094848633,-1.6901367902755737,-0.23701179027557373,1,5,0.0
188,-11.512925464970229,-11.512925464970229,-11.512925464970229,-11.512925464970229,-11.512925464970229,5,-1,0.90625
189,-10.270626068115234,-8.653438568115234,-3.7550015449523926,-0.051876503974199295,-3.6143765449523926,1,4,0.0
190,-11.512925464970229,-11.512925464970229,-11.512925464970229,-11.512925464970229,-11.512925464970229,4,-1,0.84375
191,-11.512925464970229,-11.512925464970229,-11.512925464970229,-11.512925464970229,-11.512925464970229,1,-1,0.0
192,-11.512925464970229,-11.512925464970229,-11.512925464970229,-11.512925464970229,-11.512925464970229,2,-1,0.3571428571428571
193,-11.512925464970229,-11.512925464970229,-11.512925464970229,-11.512925464970229,-11.512925464970229,4,-1,0.8125
194,-12.14694881439209,-7.514135837554932,-0.09226106107234955,-2.4360110759735107,-9.61569881439209,1,3,0.0
195,-16.179819107055664,-15.203255653381348,-9.047005653381348,-0.00013076403411105275,-11.328255653381348,5,4,0.875
196,-12.282073020935059,-14.032073020935059,-10.750823020935059,-7.1414475440979,-0.0008226824575103819,3,5,0.4583333333333333
197,-11.030168533325195,-5.256731033325195,-0.006731215864419937,-6.522356033325195,-11.998918533325195,2,3,0.2083333333333333
198,-3.9124724864959717,-0.02184741012752056,-6.443722248077393,-10.83434772491455,-13.04528522491455,2,2,0.2142857142857142
199,-12.281421661376953,-13.765796661376953,-11.562671661376953,-8.765796661376953,-0.0001720042055239901,2,5,0.3333333333333333
200,-7.478270053863525,-5.150145053863525,-1.5720200538635254,-0.24389499425888062,-6.025145053863525,3,4,0.3928571428571428
201,-14.83597469329834,-10.75003719329834,-3.683499380713329e-05,-11.18753719329834,-14.45316219329834,3,3,0.5833333333333334
202,-8.771012306213379,-9.411637306213379,-5.583512306213379,-2.786637306213379,-0.06788728386163712,1,5,0.0
203,-5.960462772236497e-07,-16.5703125,-16.984375,-18.15625,-15.859375953674316,1,1,0.0
204,-7.3806962966918945,-7.7713212966918945,-4.7713212966918945,-3.1775715351104736,-0.052571430802345276,3,5,0.625
205,-8.690168380737305,-9.018293380737305,-7.440168857574463,-6.330793857574463,-0.00266875047236681,3,5,0.5
206,-8.038688659667969,-9.085563659667969,-5.319938659667969,-2.398063898086548,-0.10118886828422546,5,5,0.8928571428571429
207,-14.847161293029785,-7.808098793029785,-0.08934891223907471,-2.464348793029785,-13.315911293029785,3,3,0.625
208,-8.121023178100586,-8.058523178100586,-4.371023178100586,-1.714773178100586,-0.21477322280406952,3,5,0.5416666666666666
209,-11.512925464970229,-11.512925464970229,-11.512925464970229,-11.512925464970229,-11.512925464970229,2,-1,0.25
210,-12.826298713684082,-9.240361213684082,-0.00598602369427681,-5.146611213684082,-9.974736213684082,1,3,0.0
211,-12.15688419342041,-13.39125919342041,-10.61000919342041,-7.42250919342041,-0.000634111522231251,3,5,0.3928571428571428
212,-19.375003814697266,-19.539066314697266,-15.367191314697266,-14.296878814697266,-3.6954811548639555e-06,1,5,0.0
213,-11.512925464970229,-11.512925464970229,-11.512925464970229,-11.512925464970229,-11.512925464970229,3,-1,0.45
214,-11.512925464970229,-11.512925464970229,-11.512925464970229,-11.512925464970229,-11.512925464970229,4,-1,0.7
215,-6.465489864349365,-6.731114864349365,-4.215489864349365,-2.1998651027679443,-0.13736501336097717,3,5,0.5
216,-11.512925464970229,-11.512925464970229,-11.512925464970229,-11.512925464970229,-11.512925464970229,3,-1,0.6
217,-11.929122924804688,-10.983810424804688,-5.0697479248046875,-0.02287302166223526,-4.1166229248046875,4,4,0.75
218,-15.757820129394531,-14.414070129394531,-12.156257629394531,-7.510157047363464e-06,-13.789070129394531,1,4,0.0
219,-13.812528610229492,-12.867216110229492,-2.90866428258596e-05,-10.710966110229492,-13.773466110229492,5,3,0.9375
220,-6.127647876739502,-0.0026480630040168762,-7.690147876739502,-12.93233585357666,-15.54952335357666,1,2,0.0
221,-13.430608749389648,-12.789983749389648,-8.313421249389648,-0.0009210634743794799,-7.313421249389648,5,4,0.9
222,-12.023191452026367,-10.429441452026367,-5.429440975189209,-0.0075660101138055325,-5.773190975189209,3,4,0.5
223,-5.085921764373779,-7.093734264373779,-2.2577967643737793,-2.3984217643737793,-0.2265467643737793,2,5,0.25
224,-13.95441722869873,-12.04035472869873,-9.07941722869873,-6.751292705535889,-0.00129270413890481,3,5,0.5714285714285714
225,-10.431794166564941,-9.033356666564941,-2.6427319049835205,-0.09585689753293991,-3.9083569049835205,4,4,0.7142857142857143
226,-11.078814506530762,-14.797564506530762,-10.594439506530762,-7.34443998336792,-0.0006897454150021076,2,5,0.1875
227,-9.369945526123047,-6.682445526123047,-0.0730707198381424,-2.713695764541626,-5.869945526123047,3,3,0.5416666666666666
228,-15.472793579101562,-8.933731079101562,-0.2774811387062073,-1.4181060791015625,-12.222793579101562,1,3,0.0
229,-11.512925464970229,-11.512925464970229,-11.512925464970229,-11.512925464970229,-11.512925464970229,3,-1,0.59375
230,-13.032469749450684,-11.235594749450684,-4.790282726287842,-0.009032579138875008,-7.321532726287842,4,4,0.7083333333333334
231,-11.455175399780273,-0.017675500363111496,-4.048925399780273,-9.673925399780273,-14.798925399780273,5,2,0.9583333333333334
232,-13.64772891998291,-7.44460391998291,-0.007104136515408754,-5.03835391998291,-12.03054141998291,3,3,0.5714285714285714
233,-10.8849458694458,-12.6974458694458,-9.7833833694458,-6.189633369445801,-0.002133595058694482,4,5,0.75
234,-11.512925464970229,-11.512925464970229,-11.512925464970229,-11.512925464970229,-11.512925464970229,3,-1,0.46875
235,-9.373404502868652,-8.131217002868652,-2.0765295028686523,-0.13902950286865234,-5.514029502868652,3,4,0.3928571428571428
236,-9.44660758972168,-8.79817008972168,-4.4466071128845215,-1.1809821128845215,-0.3841071128845215,1,5,0.0
237,-10.747746467590332,-11.278996467590332,-6.224308967590332,-1.614933967590332,-0.2243090271949768,5,5,0.875
